caso_id,mensaje,intencion_esperada,subintencion_esperada,intencion_resuelta,subintencion_resuelta,confianza,estado,requiere_aclaracion_esperado,requiere_aclaracion_resuelto,modo_intervencion,razon_aclaracion,slots_faltantes,clave_pregunta,mensaje_aclaracion,intencion_correcta,subintencion_correcta,aclaracion_correcta,reglas_aplicadas,candidatos,error
caso_045,¿Tienen parqueadero?,horario_ubicacion,consultar_parqueadero,horario_ubicacion,consultar_parqueadero,0.8861416332577011,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_parqueadero"", ""score"": 1.4, ""priority"": 60, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""PARKING_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""PARKING_QUERY""}, {""source"": ""PhraseMatcher"", ""weight"": 0.24, ""detail"": ""SERVICIO:parqueadero""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.096, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}]}]",
caso_048,"Vuelva y me lo manda, por favor.",menu,reenviar_menu,menu,reenviar_menu,0.5944049374583331,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""score"": 0.62, ""priority"": 80, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""MENU_RETRY_PERIPHRASTIC""}]}, {""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 0.128, ""priority"": 80, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.128, ""detail"": ""enviar""}]}]",
caso_049,¿Cuánto cuesta el salmón?,precio,consultar_precio_producto,precio,consultar_precio_producto,0.8420694658640162,resolved,False,False,resolved,,[],,,True,True,True,"[""PRIORITY_PRICE_OVER_WANT""]","[{""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""score"": 1.206, ""priority"": 95, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PRICE_Q_WH""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.176, ""detail"": ""costar""}, {""source"": ""PriorityRule"", ""weight"": 0.48, ""detail"": ""explicit_price_with_product""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.12, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:salmon""}]}]",
caso_052,¿Tienen menú infantil?,operacion,consultar_servicio,operacion,consultar_servicio,0.24783532778846562,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""operacion"", ""subintent"": ""consultar_servicio"", ""score"": 0.22, ""priority"": 55, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.22, ""detail"": ""SERVICIO:menu_infantil""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.096, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}]}]",
caso_055,¿Puedo reservar una mesa para cinco?,reserva_evento,solicitar_reserva,reserva_evento,solicitar_reserva,0.7129216201542983,needs_user_clarification,True,True,needs_user_clarification,"missing:date,time","[""date"", ""time""]",missing_reservation_date,¿Para qué fecha necesitas la reserva?,True,True,True,[],"[{""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""score"": 0.78, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.2, ""detail"": ""reservar""}]}]",
caso_056,¿La reserva cuesta?,reserva_evento,consultar_reserva,reserva_evento,consultar_reserva,0.6651256861188697,resolved,False,False,resolved,,[],,,True,True,True,"[""PRIORITY_RESERVATION_CONDITIONS""]","[{""intent"": ""reserva_evento"", ""subintent"": ""consultar_reserva"", ""score"": 1.13, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_CONDITIONS""}, {""source"": ""PriorityRule"", ""weight"": 0.55, ""detail"": ""reservation_conditions""}]}, {""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""score"": 1.02, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.2, ""detail"": ""reservar""}, {""source"": ""PhraseMatcher"", ""weight"": 0.24, ""detail"": ""SERVICIO:reserva""}]}, {""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""score"": 0.176, ""priority"": 95, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.176, ""detail"": ""costar""}]}]",
caso_057,¿Abren el domingo?,horario_ubicacion,consultar_horario,horario_ubicacion,consultar_horario,0.7016834177993772,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_horario"", ""score"": 0.756, ""priority"": 60, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.52, ""detail"": ""SCHEDULE_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.176, ""detail"": ""abrir""}, {""source"": ""EntityRuler"", ""weight"": 0.06, ""detail"": ""DIA_SEMANA:domingo""}]}]",
caso_059,Quiero una cazuela para compartir.,pedido,iniciar_pedido,pedido,iniciar_pedido,0.6312365878288526,needs_transaction_confirmation,True,True,needs_transaction_confirmation,needs_transaction_confirmation,[],confirm_order,Entendí el pedido. ¿Deseas que lo confirme con esos productos y cantidades?,True,True,True,[],"[{""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.676, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""ORDER_WANT_PRODUCT""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.12, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:cazuela""}]}]",
caso_060,"Listo, gracias por la información.",social,agradecer,social,agradecer,0.7777605778285596,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""social"", ""subintent"": ""agradecer"", ""score"": 0.94, ""priority"": 10, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.7, ""detail"": ""THANKS""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.24, ""detail"": ""agradecer""}]}]",
caso_062,¿Cuál preparan sin apanado?,catalogo,consultar_preparacion,catalogo,consultar_preparacion,0.8040704258730907,resolved,False,False,resolved,,[],,,True,True,True,"[""PRIORITY_PREPARATION_QUERY"", ""PRIORITY_NEGATION_MODIFICATION""]","[{""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion"", ""score"": 1.5, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""PREPARATION_SEARCH""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""PREPARATION_SEARCH""}, {""source"": ""PhraseMatcher"", ""weight"": 0.1, ""detail"": ""PREPARACION:sin_apanar""}, {""source"": ""PriorityRule"", ""weight"": 0.32, ""detail"": ""preparation_question_over_modification""}]}, {""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""score"": 1.1, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""MODIFICATION_REMOVE""}, {""source"": ""PriorityRule"", ""weight"": 0.48, ""detail"": ""negation_modification""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_categoria_por_restriccion"", ""score"": 0.82, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.82, ""detail"": ""CATEGORY_DIETARY_RESTRICTION""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion_producto"", ""score"": 0.16, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.16, ""detail"": ""preparar""}]}]",
caso_063,¿Tienen algo a la plancha?,catalogo,consultar_preparacion,catalogo,consultar_preparacion,0.902898649942815,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion"", ""score"": 1.72, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""PREPARATION_SEARCH""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""PREPARATION_SEARCH""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""PREPARATION_SEARCH""}, {""source"": ""PhraseMatcher"", ""weight"": 0.1, ""detail"": ""PREPARACION:a_la_plancha""}]}, {""intent"": ""pedido"", ""subintent"": ""seleccionar_preparacion"", ""score"": 0.6, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.6, ""detail"": ""ORDER_SELECT_PREPARATION""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.096, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}]}]",
caso_065,¿Ustedes abren el domingo?,horario_ubicacion,consultar_horario,horario_ubicacion,consultar_horario,0.7016834177993772,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_horario"", ""score"": 0.756, ""priority"": 60, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.52, ""detail"": ""SCHEDULE_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.176, ""detail"": ""abrir""}, {""source"": ""EntityRuler"", ""weight"": 0.06, ""detail"": ""DIA_SEMANA:domingo""}]}]",
caso_069,¿Cuánto vale el bagre en salsa?,precio,consultar_precio_producto,precio,consultar_precio_producto,0.972445791598398,resolved,False,False,resolved,,[],,,True,True,True,"[""PRIORITY_PRICE_OVER_WANT""]","[{""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""score"": 2.306, ""priority"": 95, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PRICE_Q_WH""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PRICE_Q_WH""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PRICE_Q_WH""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.176, ""detail"": ""valer""}, {""source"": ""PriorityRule"", ""weight"": 0.48, ""detail"": ""explicit_price_with_product""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.14, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.14, ""detail"": ""PRODUCTO_ESPECIFICO:bagre_en_salsa""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion"", ""score"": 0.1, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.1, ""detail"": ""PREPARACION:en_salsa""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_detalle_producto"", ""score"": 0.06, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.06, ""detail"": ""INGREDIENTE:salsa""}]}]",
caso_071,¿La trucha la hacen al vapor?,catalogo,consultar_preparacion_producto,catalogo,consultar_preparacion_producto,0.8842126546454512,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion_producto"", ""score"": 1.4, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.7, ""detail"": ""PREPARATION_PRODUCT_VERBAL""}, {""source"": ""Matcher"", ""weight"": 0.7, ""detail"": ""PREPARATION_PRODUCT_VERBAL""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.12, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:trucha""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion"", ""score"": 0.1, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.1, ""detail"": ""PREPARACION:al_vapor""}]}]",
caso_072,¿Qué es a la marinera?,catalogo,consultar_definicion_preparacion,catalogo,consultar_definicion_preparacion,0.8981241129276123,resolved,False,False,resolved,,[],,,True,True,True,"[""PRIORITY_PREPARATION_DEFINITION""]","[{""intent"": ""catalogo"", ""subintent"": ""consultar_definicion_preparacion"", ""score"": 2.18, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.6, ""detail"": ""PREPARATION_DEFINITION""}, {""source"": ""Matcher"", ""weight"": 0.6, ""detail"": ""PREPARATION_DEFINITION""}, {""source"": ""Matcher"", ""weight"": 0.6, ""detail"": ""PREPARATION_DEFINITION""}, {""source"": ""PriorityRule"", ""weight"": 0.38, ""detail"": ""definition_question""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion"", ""score"": 1.72, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""PREPARATION_SEARCH""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""PREPARATION_SEARCH""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""PREPARATION_SEARCH""}, {""source"": ""PhraseMatcher"", ""weight"": 0.1, ""detail"": ""PREPARACION:a_la_marinera""}]}, {""intent"": ""pedido"", ""subintent"": ""seleccionar_preparacion"", ""score"": 0.6, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.6, ""detail"": ""ORDER_SELECT_PREPARATION""}]}]",
caso_073,"¿Cuál es más suave, el bagre o la trucha?",catalogo,comparar_productos,catalogo,comparar_productos,0.6140316856257578,needs_business_lookup,True,True,needs_business_lookup,needs_business_lookup,[],comparison_lookup,Debo consultar la información de los platos para compararlos con ese criterio.,True,True,True,"[""PRIORITY_PRODUCT_COMPARISON""]","[{""intent"": ""catalogo"", ""subintent"": ""comparar_productos"", ""score"": 0.7, ""priority"": 70, ""reasons"": [{""source"": ""PriorityRule"", ""weight"": 0.7, ""detail"": ""explicit_product_comparison""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.24, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:bagre""}, {""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:trucha""}]}]",
caso_074,¿Puedo pedir sin ajo?,pedido,solicitar_modificacion,pedido,solicitar_modificacion,0.8032064363639148,needs_transaction_confirmation,True,True,needs_transaction_confirmation,needs_transaction_confirmation,[],confirm_modification,¿Confirmas esa modificación?,True,True,True,"[""PRIORITY_NEGATION_MODIFICATION""]","[{""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""score"": 1.1, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""MODIFICATION_REMOVE""}, {""source"": ""PriorityRule"", ""weight"": 0.48, ""detail"": ""negation_modification""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.192, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.192, ""detail"": ""pedir""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_detalle_producto"", ""score"": 0.06, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.06, ""detail"": ""INGREDIENTE:ajo""}]}]",
caso_077,¿Dónde están ubicados?,horario_ubicacion,consultar_ubicacion,horario_ubicacion,consultar_ubicacion,0.8354926452418212,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""score"": 1.128, ""priority"": 60, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""LOCATION_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""LOCATION_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.128, ""detail"": ""ubicar""}]}]",
caso_078,Quiero reservar para el domingo al mediodía.,reserva_evento,solicitar_reserva,reserva_evento,solicitar_reserva,0.8786164606806354,needs_user_clarification,True,True,needs_user_clarification,missing:party_size,"[""party_size""]",missing_party_size,¿Para cuántas personas sería?,True,True,True,[],"[{""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""score"": 1.36, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.2, ""detail"": ""reservar""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.096, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}, {""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_horario"", ""score"": 0.06, ""priority"": 60, ""reasons"": [{""source"": ""EntityRuler"", ""weight"": 0.06, ""detail"": ""DIA_SEMANA:domingo""}]}]",
caso_079,¿Tienen baño para clientes?,horario_ubicacion,consultar_instalacion,horario_ubicacion,consultar_instalacion,0.5563857941453123,needs_business_lookup,True,True,needs_business_lookup,needs_business_lookup,[],installation_lookup,Debo confirmar esa condición de las instalaciones con el restaurante.,True,True,True,[],"[{""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_instalacion"", ""score"": 0.55, ""priority"": 60, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""INSTALLATION_QUERY""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.096, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}]}]",
caso_081,¿Hoy sí tienen mapará?,catalogo,consultar_disponibilidad_producto,catalogo,consultar_disponibilidad_producto,0.6667292312384068,resolved,False,False,resolved,,[],,,True,True,True,"[""PRIORITY_TEMPORAL_AVAILABILITY""]","[{""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""score"": 1.0, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""AVAILABILITY_TEMPORAL""}, {""source"": ""PriorityRule"", ""weight"": 0.42, ""detail"": ""temporal_availability""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.716, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""CATALOG_PRODUCT_OFFER""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}, {""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:mapara""}]}]",
caso_082,Deme el mismo de la vez pasada.,pedido,repetir_pedido,pedido,repetir_pedido,0.9014114352238117,needs_user_clarification,True,True,needs_user_clarification,missing:context_order,"[""context_order""]",missing_previous_order,No encuentro un pedido anterior. ¿Qué deseas repetir?,True,True,True,[],"[{""intent"": ""pedido"", ""subintent"": ""repetir_pedido"", ""score"": 1.448, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.66, ""detail"": ""ORDER_REPEAT""}, {""source"": ""Matcher"", ""weight"": 0.66, ""detail"": ""ORDER_REPEAT""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.128, ""detail"": ""repetir""}]}]",
caso_084,¿Me lo manda para la misma dirección?,domicilio,usar_direccion_previa,domicilio,usar_direccion_previa,0.99,needs_user_clarification,True,True,needs_user_clarification,missing:context_address,"[""context_address""]",missing_previous_address,No encuentro una dirección anterior. ¿A qué dirección debemos enviarlo?,True,True,True,[],"[{""intent"": ""domicilio"", ""subintent"": ""usar_direccion_previa"", ""score"": 5.04, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.72, ""detail"": ""DELIVERY_PREVIOUS_ADDRESS""}, {""source"": ""Matcher"", ""weight"": 0.72, ""detail"": ""DELIVERY_PREVIOUS_ADDRESS""}, {""source"": ""Matcher"", ""weight"": 0.72, ""detail"": ""DELIVERY_PREVIOUS_ADDRESS""}, {""source"": ""Matcher"", ""weight"": 0.72, ""detail"": ""DELIVERY_PREVIOUS_ADDRESS""}, {""source"": ""Matcher"", ""weight"": 0.72, ""detail"": ""DELIVERY_PREVIOUS_ADDRESS""}, {""source"": ""Matcher"", ""weight"": 0.72, ""detail"": ""DELIVERY_PREVIOUS_ADDRESS""}, {""source"": ""Matcher"", ""weight"": 0.72, ""detail"": ""DELIVERY_PREVIOUS_ADDRESS""}]}, {""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""score"": 0.52, ""priority"": 60, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.52, ""detail"": ""LOCATION_ADDRESS_REFERENCE""}]}, {""intent"": ""pedido"", ""subintent"": ""repetir_pedido"", ""score"": 0.128, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.128, ""detail"": ""repetir""}]}, {""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 0.128, ""priority"": 80, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.128, ""detail"": ""enviar""}]}]",
caso_091,Mándeme dos mojarras fritas.,pedido,agregar_productos_pedido,,,0.0,unknown,True,True,needs_user_clarification,no_evidence,[],no_evidence,No pude identificar la solicitud. ¿Qué deseas consultar o pedir?,False,False,True,[],[],
caso_092,"La de siempre, pero sin salsa.",pedido,solicitar_modificacion,pedido,solicitar_modificacion,0.8075656072059925,needs_transaction_confirmation,True,True,needs_transaction_confirmation,needs_transaction_confirmation,[],confirm_modification,¿Confirmas esa modificación?,True,True,True,"[""CTX_PRODUCTO_ACTIVO"", ""PRIORITY_NEGATION_MODIFICATION""]","[{""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""score"": 1.1, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""MODIFICATION_REMOVE""}, {""source"": ""PriorityRule"", ""weight"": 0.48, ""detail"": ""negation_modification""}]}, {""intent"": ""pedido"", ""subintent"": ""seleccionar_preparacion"", ""score"": 0.16, ""priority"": 90, ""reasons"": [{""source"": ""Context"", ""weight"": 0.16, ""detail"": ""producto_activo:trucha""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_detalle_producto"", ""score"": 0.06, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.06, ""detail"": ""INGREDIENTE:salsa""}]}]",
caso_095,¿Hay sancocho de bagre?,catalogo,consultar_disponibilidad_producto,catalogo,consultar_disponibilidad_producto,0.8829085470069479,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""score"": 2.1, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.7, ""detail"": ""AVAILABILITY_SPECIFIC_EXISTENCE""}, {""source"": ""Matcher"", ""weight"": 0.7, ""detail"": ""AVAILABILITY_SPECIFIC_EXISTENCE""}, {""source"": ""Matcher"", ""weight"": 0.7, ""detail"": ""AVAILABILITY_SPECIFIC_EXISTENCE""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 1.736, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""CATALOG_PRODUCT_OFFER""}, {""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""CATALOG_PRODUCT_OFFER""}, {""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""CATALOG_PRODUCT_OFFER""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""haber""}, {""source"": ""PhraseMatcher"", ""weight"": 0.14, ""detail"": ""PRODUCTO_ESPECIFICO:sancocho_de_bagre""}]}]",
caso_096,¿Me reserva la mesa de siempre?,reserva_evento,solicitar_reserva,reserva_evento,solicitar_reserva,0.8044618934233051,needs_user_clarification,True,True,needs_user_clarification,"missing:date,time,party_size","[""date"", ""time"", ""party_size""]",missing_reservation_date,¿Para qué fecha necesitas la reserva?,True,True,True,[],"[{""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""score"": 1.02, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.2, ""detail"": ""reservar""}, {""source"": ""PhraseMatcher"", ""weight"": 0.24, ""detail"": ""SERVICIO:reserva""}]}]",
caso_097,¿Qué cambió del menú?,menu,consultar_cambios_menu,menu,consultar_cambios_menu,0.5122732653742688,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""menu"", ""subintent"": ""consultar_cambios_menu"", ""score"": 0.58, ""priority"": 80, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""MENU_CHANGES""}]}, {""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 0.3, ""priority"": 80, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.3, ""detail"": ""SERVICIO:menu_pdf""}]}]",
caso_098,¿La dirección es la misma?,horario_ubicacion,consultar_ubicacion,horario_ubicacion,consultar_ubicacion,0.7928682055184259,resolved,False,False,resolved,,[],,,True,True,True,[],"[{""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""score"": 1.04, ""priority"": 60, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.52, ""detail"": ""LOCATION_ADDRESS_REFERENCE""}, {""source"": ""Matcher"", ""weight"": 0.52, ""detail"": ""LOCATION_ADDRESS_REFERENCE""}]}, {""intent"": ""pedido"", ""subintent"": ""repetir_pedido"", ""score"": 0.128, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.128, ""detail"": ""repetir""}]}]",
caso_099,Anote un arroz con camarón.,pedido,agregar_producto_pedido,pedido,agregar_producto_pedido,0.9463889459557785,needs_transaction_confirmation,True,True,needs_transaction_confirmation,needs_transaction_confirmation,[],confirm_order_change,¿Confirmas que deseas agregar ese producto al pedido?,True,True,True,[],"[{""intent"": ""pedido"", ""subintent"": ""agregar_producto_pedido"", ""score"": 1.89, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.63, ""detail"": ""ORDER_ADD_SINGLE""}, {""source"": ""Matcher"", ""weight"": 0.63, ""detail"": ""ORDER_ADD_SINGLE""}, {""source"": ""Matcher"", ""weight"": 0.63, ""detail"": ""ORDER_ADD_SINGLE""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.14, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.14, ""detail"": ""PRODUCTO_ESPECIFICO:arroz_con_camaron""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_detalle_producto"", ""score"": 0.06, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.06, ""detail"": ""INGREDIENTE:arroz""}]}]",
