caso_id,mensaje_original,mensaje_normalizado,intencion_esperada,coincidencia_exacta,evidencia_detectada,entidades_detectadas,extraccion_sintactica,error
caso_032,¿Pueden llegar a la una en punto?,¿pueden llegar a la una en punto?,operacion.consultar_pedido_programado,False,[],[],"{""quantities"": [1], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_033,¿Cuál plato sale más rápido?,¿cuál plato sale más rápido?,recomendacion.solicitar_recomendacion,False,[],[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_034,¿La trucha a la plancha está disponible?,¿la trucha a la plancha está disponible?,catalogo.consultar_disponibilidad_producto,False,[],"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""trucha_a_la_plancha"", ""canonical"": ""Trucha a la Plancha"", ""text"": ""trucha a la plancha"", ""normalized_text"": ""trucha a la plancha"", ""start_char"": 4, ""end_char"": 23, ""start_token"": 2, ""end_token"": 6, ""priority"": 100, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""trucha_a_la_plancha"", ""canonical"": ""Trucha a la Plancha"", ""text"": ""trucha a la plancha""}]}",
caso_036,¿Me separan cada pedido?,¿me separan cada pedido?,operacion.consultar_empaque,False,[],[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_037,¿Dónde quedan exactamente?,¿dónde quedan exactamente?,horario_ubicacion.consultar_ubicacion,True,"[{""rule_id"": ""LOCATION_QUERY"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""weight"": 0.5, ""text"": ""dónde"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": false}, {""rule_id"": ""LOCATION_QUERY"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""weight"": 0.5, ""text"": ""dónde quedan"", ""start_token"": 1, ""end_token"": 3, ""requires_context"": false}]",[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_038,¿Tienen parqueadero?,¿tienen parqueadero?,horario_ubicacion.consultar_parqueadero,False,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""parqueadero"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""parqueadero"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""parqueadero"", ""canonical"": ""Parqueadero"", ""text"": ""parqueadero"", ""normalized_text"": ""parqueadero"", ""start_char"": 8, ""end_char"": 19, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""SERVICIO"", ""entity_id"": ""parqueadero"", ""canonical"": ""Parqueadero"", ""text"": ""parqueadero""}]}",
caso_040,"Perfecto, muchas gracias.","perfecto, muchas gracias.",social.agradecer,True,"[{""rule_id"": ""THANKS"", ""intent"": ""social"", ""subintent"": ""agradecer"", ""weight"": 0.7, ""text"": ""gracias"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}]",[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_042,¿La mojarra tiene muchas espinas?,¿la mojarra tiene muchas espinas?,catalogo.consultar_detalle_producto,False,[],"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""mojarra"", ""canonical"": ""mojarra"", ""text"": ""mojarra"", ""normalized_text"": ""mojarra"", ""start_char"": 4, ""end_char"": 11, ""start_token"": 2, ""end_token"": 3, ""priority"": 80, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""mojarra"", ""canonical"": ""mojarra"", ""text"": ""mojarra""}]}",
caso_045,¿Tienen parqueadero?,¿tienen parqueadero?,horario_ubicacion.consultar_parqueadero,False,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""parqueadero"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""parqueadero"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""parqueadero"", ""canonical"": ""Parqueadero"", ""text"": ""parqueadero"", ""normalized_text"": ""parqueadero"", ""start_char"": 8, ""end_char"": 19, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""SERVICIO"", ""entity_id"": ""parqueadero"", ""canonical"": ""Parqueadero"", ""text"": ""parqueadero""}]}",
caso_048,"Vuelva y me lo manda, por favor.","vuelva y me lo manda, por favor.",menu.reenviar_menu,False,[],[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_049,¿Cuánto cuesta el salmón?,¿cuánto cuesta el salmón?,precio.consultar_precio_producto,True,"[{""rule_id"": ""PRICE_Q_WH"", ""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""weight"": 0.55, ""text"": ""cuánto cuesta el salmón"", ""start_token"": 1, ""end_token"": 5, ""requires_context"": false}]","[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""salmon"", ""canonical"": ""salmon"", ""text"": ""salmón"", ""normalized_text"": ""salmón"", ""start_char"": 18, ""end_char"": 24, ""start_token"": 4, ""end_token"": 5, ""priority"": 80, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""salmon"", ""canonical"": ""salmon"", ""text"": ""salmón""}]}",
caso_052,¿Tienen menú infantil?,¿tienen menú menú infantil?,operacion.consultar_servicio,False,"[{""rule_id"": ""MENU_RETRY"", ""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""weight"": 0.65, ""text"": ""menú"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": true}, {""rule_id"": ""MENU_RETRY"", ""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""weight"": 0.65, ""text"": ""menú"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": true}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""menú"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""menú menú"", ""start_token"": 2, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""menú menú infantil"", ""start_token"": 2, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""menú"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""menú infantil"", ""start_token"": 3, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""infantil"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""menú"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""menú menú"", ""start_token"": 2, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""menú menú infantil"", ""start_token"": 2, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""menú"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""menú infantil"", ""start_token"": 3, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""infantil"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": false}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 8, ""end_char"": 12, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}, {""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_infantil"", ""canonical"": ""Menú infantil"", ""text"": ""menú infantil"", ""normalized_text"": ""menú infantil"", ""start_char"": 13, ""end_char"": 26, ""start_token"": 3, ""end_token"": 5, ""priority"": 60, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú""}, {""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_infantil"", ""canonical"": ""Menú infantil"", ""text"": ""menú infantil""}]}",
caso_055,¿Puedo reservar una mesa para cinco?,¿puedo reservar una mesa para cinco?,reserva_evento.solicitar_reserva,True,"[{""rule_id"": ""RESERVATION_REQUEST"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.58, ""text"": ""reservar"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""cinco"", ""start_token"": 6, ""end_token"": 7, ""requires_context"": true}]",[],"{""quantities"": [1, 5], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_056,¿La reserva cuesta?,¿la reserva cuesta?,reserva_evento.consultar_reserva,False,"[{""rule_id"": ""RESERVATION_REQUEST"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.58, ""text"": ""reserva"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""reserva"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""reserva"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""reserva"", ""canonical"": ""reserva"", ""text"": ""reserva"", ""normalized_text"": ""reserva"", ""start_char"": 4, ""end_char"": 11, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""SERVICIO"", ""entity_id"": ""reserva"", ""canonical"": ""reserva"", ""text"": ""reserva""}]}",
caso_057,¿Abren el domingo?,¿abren el domingo?,horario_ubicacion.consultar_horario,True,"[{""rule_id"": ""SCHEDULE_QUERY"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_horario"", ""weight"": 0.52, ""text"": ""abren"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": false}]",[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_059,Quiero una cazuela para compartir.,quiero una cazuela para compartir.,pedido.iniciar_pedido,True,"[{""rule_id"": ""ORDER_WANT_PRODUCT"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.58, ""text"": ""quiero una cazuela"", ""start_token"": 0, ""end_token"": 3, ""requires_context"": false}]","[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""cazuela"", ""canonical"": ""cazuela"", ""text"": ""cazuela"", ""normalized_text"": ""cazuela"", ""start_char"": 11, ""end_char"": 18, ""start_token"": 2, ""end_token"": 3, ""priority"": 80, ""source"": ""PhraseMatcher""}]","{""quantities"": [1], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""cazuela"", ""canonical"": ""cazuela"", ""text"": ""cazuela""}]}",
caso_060,"Listo, gracias por la información.","listo, gracias por la información.",social.agradecer,True,"[{""rule_id"": ""THANKS"", ""intent"": ""social"", ""subintent"": ""agradecer"", ""weight"": 0.7, ""text"": ""gracias"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]",[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_062,¿Cuál preparan sin apanado?,¿cuál preparan sin apanado?,catalogo.consultar_preparacion,False,"[{""rule_id"": ""MODIFICATION_REMOVE"", ""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""weight"": 0.62, ""text"": ""sin apanado"", ""start_token"": 3, ""end_token"": 5, ""requires_context"": false}]","[{""entity_type"": ""PREPARACION"", ""entity_id"": ""sin_apanar"", ""canonical"": ""sin_apanar"", ""text"": ""sin apanado"", ""normalized_text"": ""sin apanado"", ""start_char"": 15, ""end_char"": 26, ""start_token"": 3, ""end_token"": 5, ""priority"": 75, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": [{""entity_type"": ""PREPARACION"", ""entity_id"": ""sin_apanar"", ""canonical"": ""sin_apanar"", ""text"": ""sin apanado""}]}",
caso_063,¿Tienen algo a la plancha?,¿tienen algo a la plancha?,catalogo.consultar_preparacion,False,[],"[{""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_plancha"", ""canonical"": ""a_la_plancha"", ""text"": ""a la plancha"", ""normalized_text"": ""a la plancha"", ""start_char"": 13, ""end_char"": 25, ""start_token"": 3, ""end_token"": 6, ""priority"": 75, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_plancha"", ""canonical"": ""a_la_plancha"", ""text"": ""a la plancha""}]}",
caso_065,¿Ustedes abren el domingo?,¿ustedes abren el domingo?,horario_ubicacion.consultar_horario,True,"[{""rule_id"": ""SCHEDULE_QUERY"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_horario"", ""weight"": 0.52, ""text"": ""abren"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]",[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_069,¿Cuánto vale el bagre en salsa?,¿cuánto vale el bagre en salsa?,precio.consultar_precio_producto,True,"[{""rule_id"": ""PRICE_Q_WH"", ""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""weight"": 0.55, ""text"": ""cuánto vale el bagre"", ""start_token"": 1, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""PRICE_Q_WH"", ""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""weight"": 0.55, ""text"": ""cuánto vale el bagre en"", ""start_token"": 1, ""end_token"": 6, ""requires_context"": false}, {""rule_id"": ""PRICE_Q_WH"", ""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""weight"": 0.55, ""text"": ""cuánto vale el bagre en salsa"", ""start_token"": 1, ""end_token"": 7, ""requires_context"": false}]","[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""bagre_en_salsa"", ""canonical"": ""Bagre en Salsa"", ""text"": ""bagre en salsa"", ""normalized_text"": ""bagre en salsa"", ""start_char"": 16, ""end_char"": 30, ""start_token"": 4, ""end_token"": 7, ""priority"": 100, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""bagre_en_salsa"", ""canonical"": ""Bagre en Salsa"", ""text"": ""bagre en salsa""}]}",
caso_071,¿La trucha la hacen al vapor?,¿la trucha la hacen al vapor?,catalogo.consultar_preparacion_producto,False,[],"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""trucha"", ""canonical"": ""trucha"", ""text"": ""trucha"", ""normalized_text"": ""trucha"", ""start_char"": 4, ""end_char"": 10, ""start_token"": 2, ""end_token"": 3, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""al_vapor"", ""canonical"": ""al_vapor"", ""text"": ""al vapor"", ""normalized_text"": ""al vapor"", ""start_char"": 20, ""end_char"": 28, ""start_token"": 5, ""end_token"": 7, ""priority"": 75, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""trucha"", ""canonical"": ""trucha"", ""text"": ""trucha""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""al_vapor"", ""canonical"": ""al_vapor"", ""text"": ""al vapor""}]}",
caso_072,¿Qué es a la marinera?,¿qué es a la marinera?,catalogo.consultar_definicion_preparacion,False,[],"[{""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_marinera"", ""canonical"": ""a_la_marinera"", ""text"": ""a la marinera"", ""normalized_text"": ""a la marinera"", ""start_char"": 8, ""end_char"": 21, ""start_token"": 3, ""end_token"": 6, ""priority"": 75, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_marinera"", ""canonical"": ""a_la_marinera"", ""text"": ""a la marinera""}]}",
caso_073,"¿Cuál es más suave, el bagre o la trucha?","¿cuál es más suave, el bagre o la trucha?",catalogo.comparar_productos,False,[],"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""bagre"", ""canonical"": ""bagre"", ""text"": ""bagre"", ""normalized_text"": ""bagre"", ""start_char"": 23, ""end_char"": 28, ""start_token"": 7, ""end_token"": 8, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""trucha"", ""canonical"": ""trucha"", ""text"": ""trucha"", ""normalized_text"": ""trucha"", ""start_char"": 34, ""end_char"": 40, ""start_token"": 10, ""end_token"": 11, ""priority"": 80, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""bagre"", ""canonical"": ""bagre"", ""text"": ""bagre""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""trucha"", ""canonical"": ""trucha"", ""text"": ""trucha""}]}",
caso_074,¿Puedo pedir sin ajo?,¿puedo pedir sin ajo?,pedido.solicitar_modificacion,True,"[{""rule_id"": ""MODIFICATION_REMOVE"", ""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""weight"": 0.62, ""text"": ""sin ajo"", ""start_token"": 3, ""end_token"": 5, ""requires_context"": false}]","[{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""ajo"", ""canonical"": ""Ajo"", ""text"": ""ajo"", ""normalized_text"": ""ajo"", ""start_char"": 17, ""end_char"": 20, ""start_token"": 4, ""end_token"": 5, ""priority"": 65, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": [{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""ajo"", ""canonical"": ""Ajo"", ""text"": ""ajo""}]}",
caso_077,¿Dónde están ubicados?,¿dónde están ubicados?,horario_ubicacion.consultar_ubicacion,True,"[{""rule_id"": ""LOCATION_QUERY"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""weight"": 0.5, ""text"": ""dónde"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": false}, {""rule_id"": ""LOCATION_QUERY"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""weight"": 0.5, ""text"": ""dónde están"", ""start_token"": 1, ""end_token"": 3, ""requires_context"": false}]",[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_078,Quiero reservar para el domingo al mediodía.,quiero reservar para el domingo al mediodía.,reserva_evento.solicitar_reserva,True,"[{""rule_id"": ""RESERVATION_REQUEST"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.58, ""text"": ""reservar"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": false}, {""rule_id"": ""RESERVATION_REQUEST"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.58, ""text"": ""reservar para"", ""start_token"": 1, ""end_token"": 3, ""requires_context"": false}]",[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_079,¿Tienen baño para clientes?,¿tienen baño para clientes?,horario_ubicacion.consultar_instalacion,False,[],[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_081,¿Hoy sí tienen mapará?,¿hoy sí tienen mapará?,catalogo.consultar_disponibilidad_producto,True,"[{""rule_id"": ""AVAILABILITY_PRODUCT"", ""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""weight"": 0.52, ""text"": ""tienen mapará"", ""start_token"": 3, ""end_token"": 5, ""requires_context"": false}]","[{""entity_type"": ""FECHA_RELATIVA"", ""entity_id"": ""hoy"", ""canonical"": ""Hoy"", ""text"": ""hoy"", ""normalized_text"": ""hoy"", ""start_char"": 1, ""end_char"": 4, ""start_token"": 1, ""end_token"": 2, ""priority"": 50, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""mapara"", ""canonical"": ""mapara"", ""text"": ""mapará"", ""normalized_text"": ""mapará"", ""start_char"": 15, ""end_char"": 21, ""start_token"": 4, ""end_token"": 5, ""priority"": 80, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""FECHA_RELATIVA"", ""entity_id"": ""hoy"", ""canonical"": ""Hoy"", ""text"": ""hoy""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""mapara"", ""canonical"": ""mapara"", ""text"": ""mapará""}]}",
caso_082,Deme el mismo de la vez pasada.,deme el mismo de la vez pasada.,pedido.repetir_pedido,False,"[{""rule_id"": ""MENU_RETRY"", ""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""weight"": 0.65, ""text"": ""vez"", ""start_token"": 5, ""end_token"": 6, ""requires_context"": true}]",[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_084,¿Me lo manda para la misma dirección?,¿me lo manda para la misma dirección?,domicilio.usar_direccion_previa,False,[],[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_091,Mándeme dos mojarras fritas.,mándeme dos mojarras fritas.,pedido.agregar_productos_pedido,False,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""dos"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": true}]",[],"{""quantities"": [2], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_092,"La de siempre, pero sin salsa.","la de siempre, pero sin salsa.",pedido.solicitar_modificacion,True,"[{""rule_id"": ""MODIFICATION_REMOVE"", ""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""weight"": 0.62, ""text"": ""sin salsa"", ""start_token"": 5, ""end_token"": 7, ""requires_context"": false}]","[{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""salsa"", ""canonical"": ""Salsa"", ""text"": ""salsa"", ""normalized_text"": ""salsa"", ""start_char"": 24, ""end_char"": 29, ""start_token"": 6, ""end_token"": 7, ""priority"": 65, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": [{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""salsa"", ""canonical"": ""Salsa"", ""text"": ""salsa""}]}",
caso_095,¿Hay sancocho de bagre?,¿hay sancocho de bagre?,catalogo.consultar_disponibilidad_producto,True,"[{""rule_id"": ""AVAILABILITY_PRODUCT"", ""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""weight"": 0.52, ""text"": ""hay sancocho"", ""start_token"": 1, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""AVAILABILITY_PRODUCT"", ""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""weight"": 0.52, ""text"": ""hay sancocho de"", ""start_token"": 1, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""AVAILABILITY_PRODUCT"", ""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""weight"": 0.52, ""text"": ""hay sancocho de bagre"", ""start_token"": 1, ""end_token"": 5, ""requires_context"": false}]","[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""sancocho_de_bagre"", ""canonical"": ""Sancocho de Bagre"", ""text"": ""sancocho de bagre"", ""normalized_text"": ""sancocho de bagre"", ""start_char"": 5, ""end_char"": 22, ""start_token"": 2, ""end_token"": 5, ""priority"": 100, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""sancocho_de_bagre"", ""canonical"": ""Sancocho de Bagre"", ""text"": ""sancocho de bagre""}]}",
