id,perfil_cliente_id,mensaje,intencion_esperada,entidades_esperadas,accion_esperada,enviar_pdf,ofrecer_pdf,mencionar_envio_previo,requiere_aclaracion,respuesta_esperada_resumen
caso_152,cliente_08_adolescente,la frita,seleccionar_preparacion,"{""producto"": ""trucha"", ""preparacion"": ""frita""}",validar_combinacion,False,False,False,True,Resolver referencia.
caso_153,cliente_08_adolescente,2,indicar_cantidad,"{""producto"": ""trucha"", ""cantidad"": 2}",actualizar_pedido,False,False,False,False,Usar contexto.
caso_154,cliente_08_adolescente,dónde,consultar_ubicacion,{},responder_dato_negocio,False,False,False,False,Dar dirección.
caso_155,cliente_08_adolescente,hoy abren?,consultar_horario,"{""fecha_relativa"": ""hoy""}",responder_dato_negocio,False,False,False,False,Responder según fecha.
caso_156,cliente_08_adolescente,qué es marinera,consultar_definicion_preparacion,"{""preparacion"": ""a_la_marinera""}",explicar_preparacion,False,False,False,False,Explicar.
caso_157,cliente_08_adolescente,sin picante se puede?,solicitar_modificacion,"{""producto"": ""trucha"", ""modificacion"": ""sin_picante""}",validar_modificacion,False,False,False,True,Validar.
caso_158,cliente_08_adolescente,reserva 4,solicitar_reserva,"{""numero_personas"": 4}",solicitar_datos_reserva,False,False,False,True,Pedir fecha y hora.
caso_159,cliente_08_adolescente,pago qr,consultar_medio_pago,"{""medio_pago"": ""QR""}",responder_dato_negocio,False,False,False,False,Confirmar.
caso_160,cliente_08_adolescente,grx,agradecer,{},cerrar_cordialmente,False,False,False,False,Reconocer abreviación.
caso_161,cliente_09_restricciones,¿La cazuela tiene leche o crema?,consultar_alergenos,"{""producto"": ""cazuela"", ""ingredientes_consultados"": [""leche"", ""crema""]}",responder_con_datos_y_advertencia,False,True,False,True,No responder si los ingredientes no están formalizados.
caso_162,cliente_09_restricciones,¿Pueden prepararlo sin ajo?,solicitar_modificacion,"{""producto"": ""trucha"", ""modificacion"": ""sin_ajo""}",validar_modificacion,False,False,False,True,Validar con cocina.
caso_163,cliente_09_restricciones,¿Qué opción no es frita?,consultar_preparacion,"{""restriccion"": ""no_frita""}",filtrar_productos,False,True,False,False,Listar opciones no fritas.
caso_164,cliente_09_restricciones,¿El arroz tiene mariscos mixtos?,consultar_detalle_producto,"{""producto"": ""arroz"", ""atributo"": ""ingredientes"", ""ingrediente"": ""mariscos_mixtos""}",hacer_pregunta_aclaracion,False,True,False,True,Preguntar cuál arroz.
caso_165,cliente_09_restricciones,"Soy alérgica al camarón, ¿qué puedo pedir?",solicitar_recomendacion_por_alergia,"{""alergeno"": ""camarón""}",advertir_y_escalar,False,True,False,True,No garantizar seguridad sin datos de contaminación cruzada.
caso_166,cliente_09_restricciones,Quiero revisar el menú completo.,solicitar_menu,{},enviar_menu_pdf,True,False,False,False,Enviar PDF.
caso_167,cliente_09_restricciones,Quiero revisar el menú completo.,solicitar_menu,{},referenciar_envio_previo_y_ofrecer_reenvio,False,False,True,False,Mencionar envío previo.
caso_168,cliente_09_restricciones,"Sí, envíamelo nuevamente.",reenviar_menu,{},enviar_menu_pdf,True,False,False,False,Reenviar.
caso_169,cliente_09_restricciones,¿Qué ingredientes tiene el ceviche de camarón?,consultar_detalle_producto,"{""producto"": ""ceviche_de_camaron"", ""atributo"": ""ingredientes""}",responder_producto,False,False,False,False,Dar ingredientes registrados.
caso_170,cliente_09_restricciones,¿Qué platos tienen sin mariscos?,consultar_categoria_por_restriccion,"{""restriccion"": ""sin_mariscos""}",filtrar_productos,False,False,False,True,Solo filtrar si el catálogo tiene ingredientes completos.
caso_171,cliente_09_restricciones,¿La salsa marinera contiene lácteos?,consultar_alergenos,"{""preparacion"": ""salsa_marinera"", ""alergeno"": ""lácteos""}",responder_con_datos_y_advertencia,False,False,False,True,No inventar.
caso_172,cliente_09_restricciones,¿Pueden usar utensilios separados?,consultar_contaminacion_cruzada,{},escalar_a_personal,False,False,False,True,Requiere confirmación operativa.
caso_173,cliente_09_restricciones,¿Cuál plato no lleva gluten?,solicitar_recomendacion_por_restriccion,"{""restriccion"": ""sin_gluten""}",advertir_y_escalar,False,True,False,True,No certificar sin información.
caso_174,cliente_09_restricciones,¿La mojarra se puede hacer a la plancha?,consultar_preparacion_producto,"{""producto"": ""mojarra"", ""preparacion"": ""a_la_plancha""}",validar_combinacion,False,True,False,False,Confirmar si está permitida.
caso_175,cliente_09_restricciones,¿Puedo quitarle la salsa?,solicitar_modificacion,"{""producto"": ""trucha"", ""modificacion"": ""sin_salsa""}",validar_modificacion,False,False,False,True,Validar.
caso_176,cliente_09_restricciones,¿Qué acompañamientos tienen huevo?,consultar_alergenos,"{""alergeno"": ""huevo"", ""tipo"": ""acompañamiento""}",responder_con_datos_y_advertencia,False,True,False,True,Requiere catálogo de ingredientes.
caso_177,cliente_09_restricciones,¿El aceite se comparte con productos apanados?,consultar_contaminacion_cruzada,"{""elemento"": ""aceite""}",escalar_a_personal,False,False,False,True,Requiere confirmación de cocina.
caso_178,cliente_09_restricciones,¿Tienen una opción vegetariana?,consultar_categoria_por_restriccion,"{""restriccion"": ""vegetariana""}",responder_o_aclarar,False,True,False,True,No inventar oferta.
caso_179,cliente_09_restricciones,Quiero pedir la trucha sin ajo.,iniciar_pedido,"{""producto"": ""trucha"", ""modificacion"": ""sin_ajo""}",validar_modificacion_y_continuar,False,False,False,True,Validar antes de confirmar.
caso_180,cliente_09_restricciones,Gracias por no asumir.,agradecer,{},cerrar_cordialmente,False,False,False,False,Agradecer.
caso_181,cliente_10_administrativo,Necesito almuerzo para doce personas.,iniciar_pedido_grupal,"{""cantidad_personas"": 12}",solicitar_datos_pedido_grupal,False,True,False,True,"Pedir fecha, presupuesto, opciones y dirección."
caso_182,cliente_10_administrativo,¿Pueden entregar todos los pedidos marcados?,consultar_empaque,"{""tipo"": ""marcado_individual""}",responder_o_escalar,False,False,False,True,Confirmar operación.
caso_183,cliente_10_administrativo,¿Manejan factura electrónica?,consultar_facturacion,"{""tipo"": ""electronica""}",responder_o_escalar,False,False,False,True,No inventar.
caso_184,cliente_10_administrativo,¿Cuál es el mínimo para domicilio?,consultar_domicilio,"{""atributo"": ""monto_minimo""}",responder_dato_negocio,False,False,False,False,Informar $25.000.
caso_185,cliente_10_administrativo,¿Puedo programarlo para la una?,consultar_pedido_programado,"{""hora"": ""13:00""}",validar_capacidad,False,False,False,True,Confirmar según operación.
caso_186,cliente_10_administrativo,Envíame el menú para compartirlo con el equipo.,solicitar_menu,"{""proposito"": ""compartir""}",enviar_menu_pdf,True,False,False,False,Enviar PDF.
caso_187,cliente_10_administrativo,Envíame el menú para compartirlo con el equipo.,solicitar_menu,"{""proposito"": ""compartir""}",referenciar_envio_previo_y_ofrecer_reenvio,False,False,True,False,Indicar fecha/hora y ofrecer.
caso_188,cliente_10_administrativo,"Sí, necesito reenviarlo al grupo.",reenviar_menu,"{""proposito"": ""compartir""}",enviar_menu_pdf,True,False,False,False,Reenviar.
caso_189,cliente_10_administrativo,¿Cuánto cuesta la cazuela especial?,consultar_precio_producto,"{""producto"": ""cazuela_especial""}",responder_producto,False,False,False,False,Dar precio.
caso_190,cliente_10_administrativo,¿Qué ejecutivos tienen?,consultar_categoria,"{""categoria"": ""almuerzos_ejecutivos""}",listar_categoria,False,False,False,False,Listar categoría.
caso_191,cliente_10_administrativo,Necesito seis bagres y seis arroces con camarón.,agregar_productos_pedido,"{""items"": [{""producto"": ""bagre"", ""cantidad"": 6}, {""producto"": ""arroz_con_camaron"", ""cantidad"": 6}]}",solicitar_aclaracion_y_datos,False,False,False,True,Aclarar presentación del bagre.
caso_192,cliente_10_administrativo,¿Pueden poner el nombre de cada persona?,consultar_empaque,"{""tipo"": ""etiquetado_por_nombre""}",responder_o_escalar,False,False,False,True,Confirmar operación.
caso_193,cliente_10_administrativo,¿Cuál es el tiempo de entrega para doce pedidos?,consultar_domicilio_grupal,"{""cantidad"": 12, ""atributo"": ""tiempo""}",validar_capacidad,False,False,False,True,No usar automáticamente el tiempo estándar.
caso_194,cliente_10_administrativo,¿Aceptan transferencia bancaria?,consultar_medio_pago,"{""medio_pago"": ""transferencia""}",responder_dato_negocio,False,False,False,False,Confirmar.
caso_195,cliente_10_administrativo,¿El domicilio sería gratis por el monto?,consultar_domicilio,"{""atributo"": ""gratuidad_por_monto""}",calcular_condicion,False,False,False,True,Evaluar total del pedido frente a $80.000.
caso_196,cliente_10_administrativo,¿Pueden entregar en dos direcciones?,consultar_domicilio,"{""numero_direcciones"": 2}",responder_o_escalar,False,False,False,True,Requiere validación operativa y costos.
caso_197,cliente_10_administrativo,Necesito reservar para una reunión de quince.,solicitar_reserva,"{""numero_personas"": 15, ""tipo_evento"": ""reunión""}",solicitar_datos_reserva,False,True,False,True,"Pedir fecha, hora y requerimientos."
caso_198,cliente_10_administrativo,¿Tienen capacidad para cincuenta personas?,consultar_eventos,"{""numero_personas"": 50}",responder_dato_negocio,False,False,False,False,Confirmar capacidad registrada.
caso_199,cliente_10_administrativo,¿Puedo pagar una parte por transferencia y otra con tarjeta?,consultar_pago_mixto,"{""medios_pago"": [""transferencia"", ""tarjeta""]}",responder_o_escalar,False,False,False,True,No asumir pago mixto.
caso_200,cliente_10_administrativo,"Quedo atento, gracias.",agradecer,{},cerrar_cordialmente,False,False,False,False,Agradecer.
