caso_id,perfil,mensaje_original,mensaje_normalizado,intencion_esperada,entidades_fase1,entidades_phrase_matcher,cantidad_entities,cantidad_descartadas_solapamiento,error
caso_087,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Estoy evitando soya y quisiera una recomendación compatible con esa restricción.","hola, estoy organizando el almuerzo de la casa. estoy evitando soya y quisiera una recomendación compatible con esa restricción.",recomendacion,"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""soya""}]","[{""entity_type"": ""ALERGENO"", ""entity_id"": ""soya"", ""canonical"": ""Soya"", ""text"": ""soya"", ""normalized_text"": ""soya"", ""start_char"": 63, ""end_char"": 67, ""start_token"": 12, ""end_token"": 13, ""priority"": 90, ""source"": ""PhraseMatcher""}]",1,0,
caso_088,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. ¿Qué capacidad y condiciones manejan para realizar un almuerzo empresarial de aproximadamente 4 personas?","hola, estoy organizando el almuerzo de la casa. ¿qué capacidad y condiciones manejan para realizar un almuerzo empresarial de aproximadamente 4 personas?",reserva_evento,[],"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""eventos"", ""canonical"": ""eventos"", ""text"": ""almuerzo empresarial"", ""normalized_text"": ""almuerzo empresarial"", ""start_char"": 102, ""end_char"": 122, ""start_token"": 19, ""end_token"": 21, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_089,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Antes de reservar quisiera conocer las condiciones, disponibilidad y posibles costos de la mesa.","hola, estoy organizando el almuerzo de la casa. antes de reservar quisiera conocer las condiciones, disponibilidad y posibles costos de la mesa.",reserva_evento,"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""reserva""}]",[],0,0,
caso_090,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Necesito una propuesta para un evento de 6 personas, pero todavía no tengo definida la fecha.","hola, estoy organizando el almuerzo de la casa. necesito una propuesta para un evento de 6 personas, pero todavía no tengo definida la fecha.",reserva_evento,"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""eventos""}]",[],0,0,
caso_091,perfil_04_cortes_explicativo,"Muy buenos días. Es mi primera consulta y quisiera conocer, en términos generales, qué ofrece el restaurante. Muchas gracias por la orientación.","muy buenos días. es mi primera consulta y quisiera conocer, en términos generales, qué ofrece el restaurante. muchas gracias por la orientación.",menu,[],[],0,0,
caso_092,perfil_04_cortes_explicativo,"Muy buenos días. ¿Me pueden compartir el menú completo para revisar platos, presentaciones y precios? Muchas gracias por la orientación.","muy buenos días. ¿me pueden compartir el menú completo para revisar platos, presentaciones y precios? muchas gracias por la orientación.",menu,"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf""}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú completo"", ""normalized_text"": ""menú completo"", ""start_char"": 41, ""end_char"": 54, ""start_token"": 9, ""end_token"": 11, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,1,
caso_093,perfil_04_cortes_explicativo,Muy buenos días. No conozco esa preparación; ¿me explican qué significa pedir un pescado frito? Muchas gracias por la orientación.,muy buenos días. no conozco esa preparación; ¿me explican qué significa pedir un pescado frito? muchas gracias por la orientación.,catalogo,"[{""entity_type"": ""PREPARACION"", ""entity_id"": ""frito""}]","[{""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 81, ""end_char"": 88, ""start_token"": 16, ""end_token"": 17, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 81, ""end_char"": 88, ""start_token"": 16, ""end_token"": 17, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 81, ""end_char"": 88, ""start_token"": 16, ""end_token"": 17, ""priority"": 70, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""frito"", ""canonical"": ""frito"", ""text"": ""frito"", ""normalized_text"": ""frito"", ""start_char"": 89, ""end_char"": 94, ""start_token"": 17, ""end_token"": 18, ""priority"": 75, ""source"": ""PhraseMatcher""}]",4,0,
caso_094,perfil_04_cortes_explicativo,"Muy buenos días. Antes de escoger, quisiera saber qué ingredientes y acompañamientos incluye arroz con camarón. Muchas gracias por la orientación.","muy buenos días. antes de escoger, quisiera saber qué ingredientes y acompañamientos incluye arroz con camarón. muchas gracias por la orientación.",catalogo,"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""arroz_con_camaron""}]","[{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""arroz"", ""canonical"": ""Arroz"", ""text"": ""arroz"", ""normalized_text"": ""arroz"", ""start_char"": 93, ""end_char"": 98, ""start_token"": 15, ""end_token"": 16, ""priority"": 65, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""arroz_con_camaron"", ""canonical"": ""Arroz con Camarón"", ""text"": ""arroz con camarón"", ""normalized_text"": ""arroz con camarón"", ""start_char"": 93, ""end_char"": 110, ""start_token"": 15, ""end_token"": 18, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""camarón"", ""normalized_text"": ""camarón"", ""start_char"": 103, ""end_char"": 110, ""start_token"": 17, ""end_token"": 18, ""priority"": 90, ""source"": ""PhraseMatcher""}]",3,2,
caso_095,perfil_04_cortes_explicativo,"Muy buenos días. ¿Se puede pedir mojarra a la marinera, o esa preparación no está disponible para ese pescado? Muchas gracias por la orientación.","muy buenos días. ¿se puede pedir mojarra a la marinera, o esa preparación no está disponible para ese pescado? muchas gracias por la orientación.",catalogo,"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""mojarra""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_marinera""}]","[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""mojarra"", ""canonical"": ""Mojarra"", ""text"": ""mojarra"", ""normalized_text"": ""mojarra"", ""start_char"": 33, ""end_char"": 40, ""start_token"": 8, ""end_token"": 9, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_marinera"", ""canonical"": ""a_la_marinera"", ""text"": ""a la marinera"", ""normalized_text"": ""a la marinera"", ""start_char"": 41, ""end_char"": 54, ""start_token"": 9, ""end_token"": 12, ""priority"": 75, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 102, ""end_char"": 109, ""start_token"": 21, ""end_token"": 22, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 102, ""end_char"": 109, ""start_token"": 21, ""end_token"": 22, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 102, ""end_char"": 109, ""start_token"": 21, ""end_token"": 22, ""priority"": 70, ""source"": ""PhraseMatcher""}]",5,1,
caso_096,perfil_04_cortes_explicativo,"Muy buenos días. Antes de reservar quisiera conocer las condiciones, disponibilidad y posibles costos de la mesa. Muchas gracias por la orientación.","muy buenos días. antes de reservar quisiera conocer las condiciones, disponibilidad y posibles costos de la mesa. muchas gracias por la orientación.",reserva_evento,"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""reserva""}]",[],0,0,
caso_097,perfil_04_cortes_explicativo,Muy buenos días. ¿Me pueden indicar la dirección exacta del restaurante y una referencia para llegar con facilidad? Muchas gracias por la orientación.,muy buenos días. ¿me pueden indicar la dirección exacta del restaurante y una referencia para llegar con facilidad? muchas gracias por la orientación.,horario_ubicacion,[],[],0,0,
caso_098,perfil_04_cortes_explicativo,"Muy buenos días. ¿Cuál es el horario de atención del restaurante para el miércoles, tanto al mediodía como en la noche? Muchas gracias por la orientación.","muy buenos días. ¿cuál es el horario de atención del restaurante para el miércoles, tanto al mediodía como en la noche? muchas gracias por la orientación.",horario_ubicacion,"[{""entity_type"": ""DIA_SEMANA"", ""entity_id"": ""miércoles""}]",[],0,0,
caso_099,perfil_04_cortes_explicativo,"Muy buenos días. Antes de hacer el pedido, quisiera confirmar si reciben pagos por Nequi. Muchas gracias por la orientación.","muy buenos días. antes de hacer el pedido, quisiera confirmar si reciben pagos por nequi. muchas gracias por la orientación.",pago,"[{""entity_type"": ""MEDIO_PAGO"", ""entity_id"": ""nequi""}]","[{""entity_type"": ""MEDIO_PAGO"", ""entity_id"": ""nequi"", ""canonical"": ""nequi"", ""text"": ""nequi"", ""normalized_text"": ""nequi"", ""start_char"": 83, ""end_char"": 88, ""start_token"": 16, ""end_token"": 17, ""priority"": 70, ""source"": ""PhraseMatcher""}]",1,0,
caso_100,perfil_04_cortes_explicativo,Muy buenos días. Muchas gracias por la información y por ayudarme a revisar las opciones de la carta. Muchas gracias por la orientación.,muy buenos días. muchas gracias por la información y por ayudarme a revisar las opciones de la menú. muchas gracias por la orientación.,social,[],"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 95, ""end_char"": 99, ""start_token"": 18, ""end_token"": 19, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_101,perfil_04_cortes_explicativo,Muy buenos días. Quiero pedir una porción de cazuela de mariscos para el almuerzo de hoy. Muchas gracias por la orientación.,muy buenos días. quiero pedir una porción de cazuela de mariscos para el almuerzo de hoy. muchas gracias por la orientación.,pedido,"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""cazuela_de_mariscos""}]","[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""cazuela_de_mariscos"", ""canonical"": ""Cazuela de Mariscos"", ""text"": ""cazuela de mariscos"", ""normalized_text"": ""cazuela de mariscos"", ""start_char"": 45, ""end_char"": 64, ""start_token"": 9, ""end_token"": 12, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""mariscos"", ""canonical"": ""Mariscos"", ""text"": ""mariscos"", ""normalized_text"": ""mariscos"", ""start_char"": 56, ""end_char"": 64, ""start_token"": 11, ""end_token"": 12, ""priority"": 70, ""source"": ""PhraseMatcher""}]",2,1,
caso_102,perfil_04_cortes_explicativo,"Muy buenos días. Necesito organizar almuerzo para 25 personas, pero todavía no hemos definido qué platos pedir. Muchas gracias por la orientación.","muy buenos días. necesito organizar almuerzo para 25 personas, pero todavía no hemos definido qué platos pedir. muchas gracias por la orientación.",pedido,[],[],0,0,
caso_103,perfil_04_cortes_explicativo,"Muy buenos días. Quisiera repetir exactamente el pedido de la vez pasada, aunque aquí no aparece el historial. Muchas gracias por la orientación.","muy buenos días. quisiera repetir exactamente el pedido de la vez pasada, aunque aquí no aparece el historial. muchas gracias por la orientación.",pedido,"[{""entity_type"": ""REFERENCIA_CONTEXTUAL"", ""entity_id"": ""pedido_previo""}]",[],0,0,
caso_104,perfil_04_cortes_explicativo,"Muy buenos días. Para bocachico, que es el pescado que estamos revisando, prefiero la preparación al vapor. Muchas gracias por la orientación.","muy buenos días. para bocachico, que es el pescado que estamos revisando, prefiero la preparación al vapor. muchas gracias por la orientación.",pedido,"[{""entity_type"": ""PREPARACION"", ""entity_id"": ""al_vapor""}, {""entity_type"": ""REFERENCIA_CONTEXTUAL"", ""entity_id"": ""ultimo_producto""}]","[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""bocachico"", ""canonical"": ""bocachico"", ""text"": ""bocachico"", ""normalized_text"": ""bocachico"", ""start_char"": 22, ""end_char"": 31, ""start_token"": 5, ""end_token"": 6, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 43, ""end_char"": 50, ""start_token"": 10, ""end_token"": 11, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 43, ""end_char"": 50, ""start_token"": 10, ""end_token"": 11, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 43, ""end_char"": 50, ""start_token"": 10, ""end_token"": 11, ""priority"": 70, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""al_vapor"", ""canonical"": ""al_vapor"", ""text"": ""al vapor"", ""normalized_text"": ""al vapor"", ""start_char"": 98, ""end_char"": 106, ""start_token"": 18, ""end_token"": 20, ""priority"": 75, ""source"": ""PhraseMatcher""}]",5,1,
caso_105,perfil_04_cortes_explicativo,"Muy buenos días. Quiero pedirlo sin ensalada, pero todavía no he indicado a cuál plato debe aplicarse el cambio. Muchas gracias por la orientación.","muy buenos días. quiero pedirlo sin ensalada, pero todavía no he indicado a cuál plato debe aplicarse el cambio. muchas gracias por la orientación.",pedido,"[{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""ensalada""}]","[{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""ensalada"", ""canonical"": ""Ensalada"", ""text"": ""ensalada"", ""normalized_text"": ""ensalada"", ""start_char"": 36, ""end_char"": 44, ""start_token"": 7, ""end_token"": 8, ""priority"": 65, ""source"": ""PhraseMatcher""}]",1,0,
caso_106,perfil_04_cortes_explicativo,"Muy buenos días. Antes de decidir, quisiera saber cuál es el precio actual de langostinos al ajillo. Muchas gracias por la orientación.","muy buenos días. antes de decidir, quisiera saber cuál es el precio actual de langostinos al ajillo. muchas gracias por la orientación.",precio,"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""langostinos_al_ajillo""}]","[{""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""langostinos"", ""normalized_text"": ""langostinos"", ""start_char"": 78, ""end_char"": 89, ""start_token"": 16, ""end_token"": 17, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""langostinos_al_ajillo"", ""canonical"": ""Langostinos al Ajillo"", ""text"": ""langostinos al ajillo"", ""normalized_text"": ""langostinos al ajillo"", ""start_char"": 78, ""end_char"": 99, ""start_token"": 16, ""end_token"": 19, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""al_ajillo"", ""canonical"": ""al_ajillo"", ""text"": ""al ajillo"", ""normalized_text"": ""al ajillo"", ""start_char"": 90, ""end_char"": 99, ""start_token"": 17, ""end_token"": 19, ""priority"": 75, ""source"": ""PhraseMatcher""}]",3,2,
caso_107,perfil_04_cortes_explicativo,"Muy buenos días. Necesito consultar precios, pero aún no he decidido qué plato quiero revisar. Muchas gracias por la orientación.","muy buenos días. necesito consultar precios, pero aún no he decidido qué plato quiero revisar. muchas gracias por la orientación.",precio,[],[],0,0,
caso_108,perfil_04_cortes_explicativo,Muy buenos días. Tengo un presupuesto máximo de cincuenta mil pesos y quisiera saber qué plato de mar me alcanza. Muchas gracias por la orientación.,muy buenos días. tengo un presupuesto máximo de cincuenta mil pesos y quisiera saber qué plato de mar me alcanza. muchas gracias por la orientación.,precio,"[{""entity_type"": ""MONEY"", ""entity_id"": ""50000""}]",[],0,0,
caso_109,perfil_04_cortes_explicativo,Muy buenos días. No sé cuál escoger; ¿qué plato me recomiendan si prefiero algo de sabor suave? Muchas gracias por la orientación.,muy buenos días. no sé cuál escoger; ¿qué plato me recomiendan si prefiero algo de sabor suave? muchas gracias por la orientación.,recomendacion,[],[],0,0,
caso_110,perfil_04_cortes_explicativo,Muy buenos días. Tengo alergia a soya; ¿qué opción podrían recomendarme después de validar ingredientes y preparación? Muchas gracias por la orientación.,muy buenos días. tengo alergia a soya; ¿qué opción podrían recomendarme después de validar ingredientes y preparación? muchas gracias por la orientación.,recomendacion,"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""soya""}]","[{""entity_type"": ""ALERGENO"", ""entity_id"": ""soya"", ""canonical"": ""Soya"", ""text"": ""soya"", ""normalized_text"": ""soya"", ""start_char"": 33, ""end_char"": 37, ""start_token"": 7, ""end_token"": 8, ""priority"": 90, ""source"": ""PhraseMatcher""}]",1,0,
caso_111,perfil_04_cortes_explicativo,Muy buenos días. Estoy evitando gluten y quisiera una recomendación compatible con esa restricción. Muchas gracias por la orientación.,muy buenos días. estoy evitando gluten y quisiera una recomendación compatible con esa restricción. muchas gracias por la orientación.,recomendacion,"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""gluten""}]","[{""entity_type"": ""ALERGENO"", ""entity_id"": ""gluten"", ""canonical"": ""Gluten"", ""text"": ""gluten"", ""normalized_text"": ""gluten"", ""start_char"": 32, ""end_char"": 38, ""start_token"": 6, ""end_token"": 7, ""priority"": 90, ""source"": ""PhraseMatcher""}]",1,0,
caso_112,perfil_04_cortes_explicativo,Muy buenos días. ¿Qué capacidad y condiciones manejan para realizar un almuerzo empresarial de aproximadamente 25 personas? Muchas gracias por la orientación.,muy buenos días. ¿qué capacidad y condiciones manejan para realizar un almuerzo empresarial de aproximadamente 25 personas? muchas gracias por la orientación.,reserva_evento,[],"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""eventos"", ""canonical"": ""eventos"", ""text"": ""almuerzo empresarial"", ""normalized_text"": ""almuerzo empresarial"", ""start_char"": 71, ""end_char"": 91, ""start_token"": 13, ""end_token"": 15, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_113,perfil_04_cortes_explicativo,"Muy buenos días. Necesito una propuesta para un evento de 12 personas, pero todavía no tengo definida la fecha. Muchas gracias por la orientación.","muy buenos días. necesito una propuesta para un evento de 12 personas, pero todavía no tengo definida la fecha. muchas gracias por la orientación.",reserva_evento,"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""eventos""}]",[],0,0,
caso_114,perfil_04_cortes_explicativo,"Muy buenos días. Quiero reservar una mesa para 6 personas, pero todavía no he indicado la fecha ni la hora. Muchas gracias por la orientación.","muy buenos días. quiero reservar una mesa para 6 personas, pero todavía no he indicado la fecha ni la hora. muchas gracias por la orientación.",reserva_evento,"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""reserva""}]",[],0,0,
caso_115,perfil_04_cortes_explicativo,"Muy buenos días. Necesito confirmar si bagre a la marinera contiene pescado, porque se trata de una alergia alimentaria. Muchas gracias por la orientación.","muy buenos días. necesito confirmar si bagre a la marinera contiene pescado, porque se trata de una alergia alimentaria. muchas gracias por la orientación.",seguridad_alimentaria,"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""bagre_a_la_marinera""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado""}]","[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""bagre_a_la_marinera"", ""canonical"": ""Bagre a la Marinera"", ""text"": ""bagre a la marinera"", ""normalized_text"": ""bagre a la marinera"", ""start_char"": 39, ""end_char"": 58, ""start_token"": 7, ""end_token"": 11, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_marinera"", ""canonical"": ""a_la_marinera"", ""text"": ""a la marinera"", ""normalized_text"": ""a la marinera"", ""start_char"": 45, ""end_char"": 58, ""start_token"": 8, ""end_token"": 11, ""priority"": 75, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 68, ""end_char"": 75, ""start_token"": 12, ""end_token"": 13, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 68, ""end_char"": 75, ""start_token"": 12, ""end_token"": 13, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 68, ""end_char"": 75, ""start_token"": 12, ""end_token"": 13, ""priority"": 70, ""source"": ""PhraseMatcher""}]",5,2,
caso_116,perfil_04_cortes_explicativo,"Muy buenos días. ¿Usan aceite, utensilios o superficies compartidas con productos que contienen soya? Muchas gracias por la orientación.","muy buenos días. ¿usan aceite, utensilios o superficies compartidas con productos que contienen soya? muchas gracias por la orientación.",seguridad_alimentaria,"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""soya""}]","[{""entity_type"": ""ALERGENO"", ""entity_id"": ""soya"", ""canonical"": ""Soya"", ""text"": ""soya"", ""normalized_text"": ""soya"", ""start_char"": 96, ""end_char"": 100, ""start_token"": 16, ""end_token"": 17, ""priority"": 90, ""source"": ""PhraseMatcher""}]",1,0,
caso_117,perfil_04_cortes_explicativo,Muy buenos días. Estoy entre bagre y róbalo; ¿cuál es más suave y fácil de comer? Muchas gracias por la orientación.,muy buenos días. estoy entre bagre y róbalo; ¿cuál es más suave y fácil de comer? muchas gracias por la orientación.,catalogo,"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""bagre""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""robalo""}]","[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""bagre"", ""canonical"": ""bagre"", ""text"": ""bagre"", ""normalized_text"": ""bagre"", ""start_char"": 29, ""end_char"": 34, ""start_token"": 6, ""end_token"": 7, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""robalo"", ""canonical"": ""Róbalo"", ""text"": ""róbalo"", ""normalized_text"": ""róbalo"", ""start_char"": 37, ""end_char"": 43, ""start_token"": 8, ""end_token"": 9, ""priority"": 80, ""source"": ""PhraseMatcher""}]",2,0,
caso_118,perfil_04_cortes_explicativo,Muy buenos días. Quisiera saber cuáles almuerzos ejecutivos tienen disponibles dentro de la carta regular. Muchas gracias por la orientación.,muy buenos días. quisiera saber cuáles almuerzos ejecutivos tienen disponibles dentro de la menú regular. muchas gracias por la orientación.,catalogo,"[{""entity_type"": ""CATEGORIA"", ""entity_id"": ""almuerzos_ejecutivos""}]","[{""entity_type"": ""CATEGORIA"", ""entity_id"": ""almuerzos_ejecutivos"", ""canonical"": ""Almuerzos Ejecutivos"", ""text"": ""almuerzos ejecutivos"", ""normalized_text"": ""almuerzos ejecutivos"", ""start_char"": 39, ""end_char"": 59, ""start_token"": 7, ""end_token"": 9, ""priority"": 70, ""source"": ""PhraseMatcher""}, {""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 92, ""end_char"": 96, ""start_token"": 14, ""end_token"": 15, ""priority"": 60, ""source"": ""PhraseMatcher""}]",2,0,
caso_119,perfil_04_cortes_explicativo,"Muy buenos días. ¿Qué opciones de la carta pueden ofrecer sin huevo, teniendo en cuenta esa restricción? Muchas gracias por la orientación.","muy buenos días. ¿qué opciones de la menú pueden ofrecer sin huevo, teniendo en cuenta esa restricción? muchas gracias por la orientación.",catalogo,"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""huevo""}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 37, ""end_char"": 41, ""start_token"": 9, ""end_token"": 10, ""priority"": 60, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""huevo"", ""canonical"": ""Huevo"", ""text"": ""huevo"", ""normalized_text"": ""huevo"", ""start_char"": 61, ""end_char"": 66, ""start_token"": 13, ""end_token"": 14, ""priority"": 90, ""source"": ""PhraseMatcher""}]",2,0,
caso_120,perfil_04_cortes_explicativo,Muy buenos días. ¿Hoy tienen disponible sancocho de bagre o ya se terminó para el servicio de almuerzo? Muchas gracias por la orientación.,muy buenos días. ¿hoy tienen disponible sancocho de bagre o ya se terminó para el servicio de almuerzo? muchas gracias por la orientación.,catalogo,"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""sancocho_de_bagre""}, {""entity_type"": ""FECHA_RELATIVA"", ""entity_id"": ""hoy""}]","[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""sancocho_de_bagre"", ""canonical"": ""Sancocho de Bagre"", ""text"": ""sancocho de bagre"", ""normalized_text"": ""sancocho de bagre"", ""start_char"": 40, ""end_char"": 57, ""start_token"": 8, ""end_token"": 11, ""priority"": 100, ""source"": ""PhraseMatcher""}]",1,2,
caso_121,perfil_05_habitual_contextual,"Buenas, tengo una consulta sobre lo que estamos revisando. El menú que me enviaron antes ya no me aparece; ¿pueden mandármelo nuevamente?","buenas, tengo una consulta sobre lo que estamos revisando. el menú que me enviaron antes ya no me aparece; ¿pueden mandármelo nuevamente?",menu,"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf""}, {""entity_type"": ""REFERENCIA_CONTEXTUAL"", ""entity_id"": ""ultimo_elemento""}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 62, ""end_char"": 66, ""start_token"": 12, ""end_token"": 13, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_122,perfil_05_habitual_contextual,"Buenas, tengo una consulta sobre lo que estamos revisando. Quiero que envíen el pedido a la misma dirección que usé anteriormente, pero no la veo en esta conversación.","buenas, tengo una consulta sobre lo que estamos revisando. quiero que envíen el pedido a la misma dirección que usé anteriormente, pero no la veo en esta conversación.",domicilio,"[{""entity_type"": ""REFERENCIA_CONTEXTUAL"", ""entity_id"": ""direccion_previa""}]",[],0,0,
caso_123,perfil_05_habitual_contextual,"Buenas, tengo una consulta sobre lo que estamos revisando. Quisiera repetir exactamente el pedido de la vez pasada, aunque aquí no aparece el historial.","buenas, tengo una consulta sobre lo que estamos revisando. quisiera repetir exactamente el pedido de la vez pasada, aunque aquí no aparece el historial.",pedido,"[{""entity_type"": ""REFERENCIA_CONTEXTUAL"", ""entity_id"": ""pedido_previo""}]",[],0,0,
