caso_id,mensaje,subintencion_esperada,mensaje_normalizado,evidencias_matcher,evidencias_lemas,lemas,lemas_apoyan_subintencion,error
caso_031,Quiero dos arroces con camarón y una cazuela.,agregar_productos_pedido,quiero dos arroces con camarón y una cazuela.,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""dos"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": true}]","[{""lemma"": ""querer"", ""matched_text"": ""quiero"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.12, ""token_index"": 0, ""source"": ""catalog_fallback""}]","[{""text"": ""quiero"", ""lemma"": ""querer"", ""source"": ""catalog_fallback""}, {""text"": ""dos"", ""lemma"": ""dos"", ""source"": ""spacy""}, {""text"": ""arroces"", ""lemma"": ""arroz"", ""source"": ""spacy""}, {""text"": ""con"", ""lemma"": ""con"", ""source"": ""spacy""}, {""text"": ""camarón"", ""lemma"": ""camarón"", ""source"": ""spacy""}, {""text"": ""una"", ""lemma"": ""uno"", ""source"": ""spacy""}, {""text"": ""cazuela"", ""lemma"": ""cazuela"", ""source"": ""spacy""}]",False,
caso_032,¿Pueden llegar a la una en punto?,consultar_pedido_programado,¿pueden llegar a la una en punto?,[],[],"[{""text"": ""pueden"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""llegar"", ""lemma"": ""llegar"", ""source"": ""spacy""}, {""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""una"", ""lemma"": ""uno"", ""source"": ""spacy""}, {""text"": ""en"", ""lemma"": ""en"", ""source"": ""spacy""}, {""text"": ""punto"", ""lemma"": ""punto"", ""source"": ""spacy""}]",False,
caso_033,¿Cuál plato sale más rápido?,solicitar_recomendacion,¿cuál plato sale más rápido?,[],[],"[{""text"": ""cuál"", ""lemma"": ""cuál"", ""source"": ""spacy""}, {""text"": ""plato"", ""lemma"": ""plato"", ""source"": ""spacy""}, {""text"": ""sale"", ""lemma"": ""salir"", ""source"": ""spacy""}, {""text"": ""más"", ""lemma"": ""más"", ""source"": ""spacy""}, {""text"": ""rápido"", ""lemma"": ""rápido"", ""source"": ""spacy""}]",False,
caso_034,¿La trucha a la plancha está disponible?,consultar_disponibilidad_producto,¿la trucha a la plancha está disponible?,[],[],"[{""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""trucha"", ""lemma"": ""trucha"", ""source"": ""spacy""}, {""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""plancha"", ""lemma"": ""plancha"", ""source"": ""spacy""}, {""text"": ""está"", ""lemma"": ""estar"", ""source"": ""spacy""}, {""text"": ""disponible"", ""lemma"": ""disponible"", ""source"": ""spacy""}]",False,
caso_036,¿Me separan cada pedido?,consultar_empaque,¿me separan cada pedido?,[],"[{""lemma"": ""reservar"", ""matched_text"": ""separan"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.25, ""token_index"": 2, ""source"": ""catalog_fallback""}, {""lemma"": ""pedir"", ""matched_text"": ""pedido"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.24, ""token_index"": 4, ""source"": ""catalog_fallback""}]","[{""text"": ""me"", ""lemma"": ""yo"", ""source"": ""spacy""}, {""text"": ""separan"", ""lemma"": ""reservar"", ""source"": ""catalog_fallback""}, {""text"": ""cada"", ""lemma"": ""cada"", ""source"": ""spacy""}, {""text"": ""pedido"", ""lemma"": ""pedir"", ""source"": ""catalog_fallback""}]",False,
caso_037,¿Dónde quedan exactamente?,consultar_ubicacion,¿dónde quedan exactamente?,"[{""rule_id"": ""LOCATION_QUERY"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""weight"": 0.5, ""text"": ""dónde"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": false}, {""rule_id"": ""LOCATION_QUERY"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""weight"": 0.5, ""text"": ""dónde quedan"", ""start_token"": 1, ""end_token"": 3, ""requires_context"": false}]","[{""lemma"": ""quedar"", ""matched_text"": ""quedan"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""weight"": 0.18, ""token_index"": 2, ""source"": ""catalog_fallback""}]","[{""text"": ""dónde"", ""lemma"": ""dónde"", ""source"": ""spacy""}, {""text"": ""quedan"", ""lemma"": ""quedar"", ""source"": ""catalog_fallback""}, {""text"": ""exactamente"", ""lemma"": ""exactamente"", ""source"": ""spacy""}]",True,
caso_038,¿Tienen parqueadero?,consultar_parqueadero,¿tienen parqueadero?,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""parqueadero"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""parqueadero"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]","[{""lemma"": ""tener"", ""matched_text"": ""tienen"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 1, ""source"": ""catalog_fallback""}]","[{""text"": ""tienen"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""parqueadero"", ""lemma"": ""parqueadero"", ""source"": ""spacy""}]",False,
caso_040,"Perfecto, muchas gracias.",agradecer,"perfecto, muchas gracias.","[{""rule_id"": ""THANKS"", ""intent"": ""social"", ""subintent"": ""agradecer"", ""weight"": 0.7, ""text"": ""gracias"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}]","[{""lemma"": ""agradecer"", ""matched_text"": ""gracias"", ""intent"": ""social"", ""subintent"": ""agradecer"", ""weight"": 0.3, ""token_index"": 3, ""source"": ""catalog_fallback""}]","[{""text"": ""perfecto"", ""lemma"": ""perfecto"", ""source"": ""spacy""}, {""text"": ""muchas"", ""lemma"": ""mucho"", ""source"": ""spacy""}, {""text"": ""gracias"", ""lemma"": ""agradecer"", ""source"": ""catalog_fallback""}]",True,
caso_042,¿La mojarra tiene muchas espinas?,consultar_detalle_producto,¿la mojarra tiene muchas espinas?,[],"[{""lemma"": ""tener"", ""matched_text"": ""tiene"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 3, ""source"": ""catalog_fallback""}]","[{""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""mojarra"", ""lemma"": ""mojarra"", ""source"": ""spacy""}, {""text"": ""tiene"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""muchas"", ""lemma"": ""mucho"", ""source"": ""spacy""}, {""text"": ""espinas"", ""lemma"": ""espina"", ""source"": ""spacy""}]",False,
caso_045,¿Tienen parqueadero?,consultar_parqueadero,¿tienen parqueadero?,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""parqueadero"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""parqueadero"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]","[{""lemma"": ""tener"", ""matched_text"": ""tienen"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 1, ""source"": ""catalog_fallback""}]","[{""text"": ""tienen"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""parqueadero"", ""lemma"": ""parqueadero"", ""source"": ""spacy""}]",False,
caso_048,"Vuelva y me lo manda, por favor.",reenviar_menu,"vuelva y me lo manda, por favor.",[],"[{""lemma"": ""enviar"", ""matched_text"": ""manda"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.16, ""token_index"": 4, ""source"": ""catalog_fallback""}]","[{""text"": ""vuelva"", ""lemma"": ""volver"", ""source"": ""spacy""}, {""text"": ""me"", ""lemma"": ""yo"", ""source"": ""spacy""}, {""text"": ""lo"", ""lemma"": ""él"", ""source"": ""spacy""}, {""text"": ""manda"", ""lemma"": ""enviar"", ""source"": ""catalog_fallback""}, {""text"": ""por"", ""lemma"": ""por"", ""source"": ""spacy""}, {""text"": ""favor"", ""lemma"": ""favor"", ""source"": ""spacy""}]",False,
caso_049,¿Cuánto cuesta el salmón?,consultar_precio_producto,¿cuánto cuesta el salmón?,"[{""rule_id"": ""PRICE_Q_WH"", ""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""weight"": 0.55, ""text"": ""cuánto cuesta el salmón"", ""start_token"": 1, ""end_token"": 5, ""requires_context"": false}]","[{""lemma"": ""costar"", ""matched_text"": ""cuesta"", ""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""weight"": 0.22, ""token_index"": 2, ""source"": ""catalog_fallback""}]","[{""text"": ""cuánto"", ""lemma"": ""cuánto"", ""source"": ""spacy""}, {""text"": ""cuesta"", ""lemma"": ""costar"", ""source"": ""catalog_fallback""}, {""text"": ""el"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""salmón"", ""lemma"": ""salmón"", ""source"": ""spacy""}]",True,
caso_052,¿Tienen menú infantil?,consultar_servicio,¿tienen menú menú infantil?,"[{""rule_id"": ""MENU_RETRY"", ""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""weight"": 0.65, ""text"": ""menú"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": true}, {""rule_id"": ""MENU_RETRY"", ""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""weight"": 0.65, ""text"": ""menú"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": true}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""menú"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""menú menú"", ""start_token"": 2, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""menú menú infantil"", ""start_token"": 2, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""menú"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""menú infantil"", ""start_token"": 3, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""infantil"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""menú"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""menú menú"", ""start_token"": 2, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""menú menú infantil"", ""start_token"": 2, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""menú"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""menú infantil"", ""start_token"": 3, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""infantil"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": false}]","[{""lemma"": ""tener"", ""matched_text"": ""tienen"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 1, ""source"": ""catalog_fallback""}]","[{""text"": ""tienen"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""menú"", ""lemma"": ""menú"", ""source"": ""spacy""}, {""text"": ""menú"", ""lemma"": ""menú"", ""source"": ""spacy""}, {""text"": ""infantil"", ""lemma"": ""infantil"", ""source"": ""spacy""}]",False,
caso_055,¿Puedo reservar una mesa para cinco?,solicitar_reserva,¿puedo reservar una mesa para cinco?,"[{""rule_id"": ""RESERVATION_REQUEST"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.58, ""text"": ""reservar"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""cinco"", ""start_token"": 6, ""end_token"": 7, ""requires_context"": true}]","[{""lemma"": ""reservar"", ""matched_text"": ""reservar"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.25, ""token_index"": 2, ""source"": ""catalog_fallback""}]","[{""text"": ""puedo"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""reservar"", ""lemma"": ""reservar"", ""source"": ""catalog_fallback""}, {""text"": ""una"", ""lemma"": ""uno"", ""source"": ""spacy""}, {""text"": ""mesa"", ""lemma"": ""mesa"", ""source"": ""spacy""}, {""text"": ""para"", ""lemma"": ""para"", ""source"": ""spacy""}, {""text"": ""cinco"", ""lemma"": ""cinco"", ""source"": ""spacy""}]",True,
caso_056,¿La reserva cuesta?,consultar_reserva,¿la reserva cuesta?,"[{""rule_id"": ""RESERVATION_REQUEST"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.58, ""text"": ""reserva"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""reserva"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""reserva"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]","[{""lemma"": ""reservar"", ""matched_text"": ""reserva"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.25, ""token_index"": 2, ""source"": ""catalog_fallback""}, {""lemma"": ""costar"", ""matched_text"": ""cuesta"", ""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""weight"": 0.22, ""token_index"": 3, ""source"": ""catalog_fallback""}]","[{""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""reserva"", ""lemma"": ""reservar"", ""source"": ""catalog_fallback""}, {""text"": ""cuesta"", ""lemma"": ""costar"", ""source"": ""catalog_fallback""}]",False,
caso_057,¿Abren el domingo?,consultar_horario,¿abren el domingo?,"[{""rule_id"": ""SCHEDULE_QUERY"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_horario"", ""weight"": 0.52, ""text"": ""abren"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": false}]","[{""lemma"": ""abrir"", ""matched_text"": ""abren"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_horario"", ""weight"": 0.22, ""token_index"": 1, ""source"": ""catalog_fallback""}]","[{""text"": ""abren"", ""lemma"": ""abrir"", ""source"": ""catalog_fallback""}, {""text"": ""el"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""domingo"", ""lemma"": ""domingo"", ""source"": ""spacy""}]",True,
caso_059,Quiero una cazuela para compartir.,iniciar_pedido,quiero una cazuela para compartir.,"[{""rule_id"": ""ORDER_WANT_PRODUCT"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.58, ""text"": ""quiero una cazuela"", ""start_token"": 0, ""end_token"": 3, ""requires_context"": false}]","[{""lemma"": ""querer"", ""matched_text"": ""quiero"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.12, ""token_index"": 0, ""source"": ""catalog_fallback""}]","[{""text"": ""quiero"", ""lemma"": ""querer"", ""source"": ""catalog_fallback""}, {""text"": ""una"", ""lemma"": ""uno"", ""source"": ""spacy""}, {""text"": ""cazuela"", ""lemma"": ""cazuela"", ""source"": ""spacy""}, {""text"": ""para"", ""lemma"": ""para"", ""source"": ""spacy""}, {""text"": ""compartir"", ""lemma"": ""compartir"", ""source"": ""spacy""}]",True,
caso_060,"Listo, gracias por la información.",agradecer,"listo, gracias por la información.","[{""rule_id"": ""THANKS"", ""intent"": ""social"", ""subintent"": ""agradecer"", ""weight"": 0.7, ""text"": ""gracias"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]","[{""lemma"": ""agradecer"", ""matched_text"": ""gracias"", ""intent"": ""social"", ""subintent"": ""agradecer"", ""weight"": 0.3, ""token_index"": 2, ""source"": ""catalog_fallback""}]","[{""text"": ""listo"", ""lemma"": ""listo"", ""source"": ""spacy""}, {""text"": ""gracias"", ""lemma"": ""agradecer"", ""source"": ""catalog_fallback""}, {""text"": ""por"", ""lemma"": ""por"", ""source"": ""spacy""}, {""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""información"", ""lemma"": ""información"", ""source"": ""spacy""}]",True,
caso_062,¿Cuál preparan sin apanado?,consultar_preparacion,¿cuál preparan sin apanado?,"[{""rule_id"": ""MODIFICATION_REMOVE"", ""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""weight"": 0.62, ""text"": ""sin apanado"", ""start_token"": 3, ""end_token"": 5, ""requires_context"": false}]","[{""lemma"": ""preparar"", ""matched_text"": ""preparan"", ""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion_producto"", ""weight"": 0.2, ""token_index"": 2, ""source"": ""catalog_fallback""}]","[{""text"": ""cuál"", ""lemma"": ""cuál"", ""source"": ""spacy""}, {""text"": ""preparan"", ""lemma"": ""preparar"", ""source"": ""catalog_fallback""}, {""text"": ""sin"", ""lemma"": ""sin"", ""source"": ""spacy""}, {""text"": ""apanado"", ""lemma"": ""apanado"", ""source"": ""spacy""}]",False,
caso_063,¿Tienen algo a la plancha?,consultar_preparacion,¿tienen algo a la plancha?,[],"[{""lemma"": ""tener"", ""matched_text"": ""tienen"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 1, ""source"": ""catalog_fallback""}]","[{""text"": ""tienen"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""algo"", ""lemma"": ""algo"", ""source"": ""spacy""}, {""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""plancha"", ""lemma"": ""plancha"", ""source"": ""spacy""}]",False,
caso_065,¿Ustedes abren el domingo?,consultar_horario,¿ustedes abren el domingo?,"[{""rule_id"": ""SCHEDULE_QUERY"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_horario"", ""weight"": 0.52, ""text"": ""abren"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]","[{""lemma"": ""abrir"", ""matched_text"": ""abren"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_horario"", ""weight"": 0.22, ""token_index"": 2, ""source"": ""catalog_fallback""}]","[{""text"": ""ustedes"", ""lemma"": ""tú"", ""source"": ""spacy""}, {""text"": ""abren"", ""lemma"": ""abrir"", ""source"": ""catalog_fallback""}, {""text"": ""el"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""domingo"", ""lemma"": ""domingo"", ""source"": ""spacy""}]",True,
caso_069,¿Cuánto vale el bagre en salsa?,consultar_precio_producto,¿cuánto vale el bagre en salsa?,"[{""rule_id"": ""PRICE_Q_WH"", ""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""weight"": 0.55, ""text"": ""cuánto vale el bagre"", ""start_token"": 1, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""PRICE_Q_WH"", ""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""weight"": 0.55, ""text"": ""cuánto vale el bagre en"", ""start_token"": 1, ""end_token"": 6, ""requires_context"": false}, {""rule_id"": ""PRICE_Q_WH"", ""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""weight"": 0.55, ""text"": ""cuánto vale el bagre en salsa"", ""start_token"": 1, ""end_token"": 7, ""requires_context"": false}]","[{""lemma"": ""valer"", ""matched_text"": ""vale"", ""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""weight"": 0.22, ""token_index"": 2, ""source"": ""catalog_fallback""}]","[{""text"": ""cuánto"", ""lemma"": ""cuánto"", ""source"": ""spacy""}, {""text"": ""vale"", ""lemma"": ""valer"", ""source"": ""catalog_fallback""}, {""text"": ""el"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""bagre"", ""lemma"": ""bagre"", ""source"": ""spacy""}, {""text"": ""en"", ""lemma"": ""en"", ""source"": ""spacy""}, {""text"": ""salsa"", ""lemma"": ""salsa"", ""source"": ""spacy""}]",True,
caso_071,¿La trucha la hacen al vapor?,consultar_preparacion_producto,¿la trucha la hacen al vapor?,[],[],"[{""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""trucha"", ""lemma"": ""trucha"", ""source"": ""spacy""}, {""text"": ""la"", ""lemma"": ""él"", ""source"": ""spacy""}, {""text"": ""hacen"", ""lemma"": ""hacer"", ""source"": ""spacy""}, {""text"": ""al"", ""lemma"": ""al"", ""source"": ""spacy""}, {""text"": ""vapor"", ""lemma"": ""vapor"", ""source"": ""spacy""}]",False,
caso_072,¿Qué es a la marinera?,consultar_definicion_preparacion,¿qué es a la marinera?,[],[],"[{""text"": ""qué"", ""lemma"": ""qué"", ""source"": ""spacy""}, {""text"": ""es"", ""lemma"": ""ser"", ""source"": ""spacy""}, {""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""marinera"", ""lemma"": ""marinera"", ""source"": ""spacy""}]",False,
caso_073,"¿Cuál es más suave, el bagre o la trucha?",comparar_productos,"¿cuál es más suave, el bagre o la trucha?",[],[],"[{""text"": ""cuál"", ""lemma"": ""cuál"", ""source"": ""spacy""}, {""text"": ""es"", ""lemma"": ""ser"", ""source"": ""spacy""}, {""text"": ""más"", ""lemma"": ""más"", ""source"": ""spacy""}, {""text"": ""suave"", ""lemma"": ""suave"", ""source"": ""spacy""}, {""text"": ""el"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""bagre"", ""lemma"": ""bagre"", ""source"": ""spacy""}, {""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""trucha"", ""lemma"": ""trucha"", ""source"": ""spacy""}]",False,
caso_074,¿Puedo pedir sin ajo?,solicitar_modificacion,¿puedo pedir sin ajo?,"[{""rule_id"": ""MODIFICATION_REMOVE"", ""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""weight"": 0.62, ""text"": ""sin ajo"", ""start_token"": 3, ""end_token"": 5, ""requires_context"": false}]","[{""lemma"": ""pedir"", ""matched_text"": ""pedir"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.24, ""token_index"": 2, ""source"": ""catalog_fallback""}]","[{""text"": ""puedo"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""pedir"", ""lemma"": ""pedir"", ""source"": ""catalog_fallback""}, {""text"": ""sin"", ""lemma"": ""sin"", ""source"": ""spacy""}, {""text"": ""ajo"", ""lemma"": ""ajo"", ""source"": ""spacy""}]",False,
caso_077,¿Dónde están ubicados?,consultar_ubicacion,¿dónde están ubicados?,"[{""rule_id"": ""LOCATION_QUERY"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""weight"": 0.5, ""text"": ""dónde"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": false}, {""rule_id"": ""LOCATION_QUERY"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""weight"": 0.5, ""text"": ""dónde están"", ""start_token"": 1, ""end_token"": 3, ""requires_context"": false}]","[{""lemma"": ""quedar"", ""matched_text"": ""ubicados"", ""intent"": ""horario_ubicacion"", ""subintent"": ""consultar_ubicacion"", ""weight"": 0.18, ""token_index"": 3, ""source"": ""catalog_fallback""}]","[{""text"": ""dónde"", ""lemma"": ""dónde"", ""source"": ""spacy""}, {""text"": ""están"", ""lemma"": ""estar"", ""source"": ""spacy""}, {""text"": ""ubicados"", ""lemma"": ""quedar"", ""source"": ""catalog_fallback""}]",True,
caso_078,Quiero reservar para el domingo al mediodía.,solicitar_reserva,quiero reservar para el domingo al mediodía.,"[{""rule_id"": ""RESERVATION_REQUEST"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.58, ""text"": ""reservar"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": false}, {""rule_id"": ""RESERVATION_REQUEST"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.58, ""text"": ""reservar para"", ""start_token"": 1, ""end_token"": 3, ""requires_context"": false}]","[{""lemma"": ""reservar"", ""matched_text"": ""reservar"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.25, ""token_index"": 1, ""source"": ""catalog_fallback""}, {""lemma"": ""querer"", ""matched_text"": ""quiero"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.12, ""token_index"": 0, ""source"": ""catalog_fallback""}]","[{""text"": ""quiero"", ""lemma"": ""querer"", ""source"": ""catalog_fallback""}, {""text"": ""reservar"", ""lemma"": ""reservar"", ""source"": ""catalog_fallback""}, {""text"": ""para"", ""lemma"": ""para"", ""source"": ""spacy""}, {""text"": ""el"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""domingo"", ""lemma"": ""domingo"", ""source"": ""spacy""}, {""text"": ""al"", ""lemma"": ""al"", ""source"": ""spacy""}, {""text"": ""mediodía"", ""lemma"": ""mediodía"", ""source"": ""spacy""}]",True,
caso_079,¿Tienen baño para clientes?,consultar_instalacion,¿tienen baño para clientes?,[],"[{""lemma"": ""tener"", ""matched_text"": ""tienen"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 1, ""source"": ""catalog_fallback""}]","[{""text"": ""tienen"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""baño"", ""lemma"": ""baño"", ""source"": ""spacy""}, {""text"": ""para"", ""lemma"": ""para"", ""source"": ""spacy""}, {""text"": ""clientes"", ""lemma"": ""cliente"", ""source"": ""spacy""}]",False,
