caso_id,perfil,mensaje_original,mensaje_normalizado,senales_sintacticas,extraccion_sintactica,error
caso_285,perfil_10_operativo_pedido_grupal,Para dejar esta parte de la operación clara: no sé cuál escoger; ¿qué plato me recomiendan si prefiero algo de sabor suave? Quiero orientación para escoger; la recomendación todavía no es un pedido.,para dejar esta parte de la operación clara: no sé cuál escoger; ¿qué plato me recomiendan si prefiero algo de sabor suave? quiero orientación para escoger; la recomendación todavía no es un pedido.,"[{""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 5, ""end_token"": 6}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""cuál"", ""start_token"": 11, ""end_token"": 12}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""qué"", ""start_token"": 15, ""end_token"": 16}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""qué"", ""start_token"": 15, ""end_token"": 16}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""qué"", ""start_token"": 15, ""end_token"": 16}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""qué"", ""start_token"": 15, ""end_token"": 16}, {""rule_id"": ""RECOMMENDATION_QUALITY"", ""text"": ""qué plato me recomiendan si prefiero algo de sabor suave"", ""start_token"": 15, ""end_token"": 25}, {""rule_id"": ""RECOMMENDATION_QUERY"", ""text"": ""recomiendan"", ""start_token"": 18, ""end_token"": 19}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""algo"", ""start_token"": 21, ""end_token"": 22}, {""rule_id"": ""ORDER_SELECT_PREPARATION_COMMAND"", ""text"": ""quiero"", ""start_token"": 26, ""end_token"": 27}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quiero"", ""start_token"": 26, ""end_token"": 27}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 31, ""end_token"": 32}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedido"", ""start_token"": 37, ""end_token"": 38}]","{""quantities"": [1], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_286,perfil_10_operativo_pedido_grupal,"Para coordinar el pedido del equipo: tengo alergia a lácteos; ¿qué opción podrían recomendarme después de validar ingredientes y preparación? Es una alergia, no un gusto personal; necesito que lo confirmen con cocina antes de recomendarme algo.","para coordinar el pedido del equipo: tengo alergia a lácteos; ¿qué opción podrían recomendarme después de validar ingredientes y preparación? es una alergia, no un gusto personal; necesito que lo confirmen con cocina antes de recomendarme algo.","[{""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedido"", ""start_token"": 3, ""end_token"": 4}, {""rule_id"": ""PREPARATION_PRODUCT"", ""text"": ""tengo"", ""start_token"": 7, ""end_token"": 8}, {""rule_id"": ""ALLERGY_QUERY"", ""text"": ""alergia"", ""start_token"": 8, ""end_token"": 9}, {""rule_id"": ""ALLERGY_QUERY"", ""text"": ""alergia a"", ""start_token"": 8, ""end_token"": 10}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""qué"", ""start_token"": 13, ""end_token"": 14}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""qué"", ""start_token"": 13, ""end_token"": 14}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""qué"", ""start_token"": 13, ""end_token"": 14}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""qué"", ""start_token"": 13, ""end_token"": 14}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 25, ""end_token"": 26}, {""rule_id"": ""ALLERGY_QUERY"", ""text"": ""alergia"", ""start_token"": 26, ""end_token"": 27}, {""rule_id"": ""INVOICE_QUERY"", ""text"": ""necesito"", ""start_token"": 33, ""end_token"": 34}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""necesito"", ""start_token"": 33, ""end_token"": 34}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""que"", ""start_token"": 34, ""end_token"": 35}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""que"", ""start_token"": 34, ""end_token"": 35}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""que"", ""start_token"": 34, ""end_token"": 35}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""que"", ""start_token"": 34, ""end_token"": 35}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""lo"", ""start_token"": 35, ""end_token"": 36}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""algo"", ""start_token"": 42, ""end_token"": 43}]","{""quantities"": [1, 1], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_287,perfil_10_operativo_pedido_grupal,"Como gestión puntual del pedido grupal: estoy evitando huevo y quisiera una recomendación compatible con esa restricción. Es una restricción alimentaria, no una alergia declarada; todavía no estoy haciendo el pedido.","como gestión puntual del pedido grupal: estoy evitando huevo y quisiera una recomendación compatible con esa restricción. es una restricción alimentaria, no una alergia declarada; todavía no estoy haciendo el pedido.","[{""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedido"", ""start_token"": 4, ""end_token"": 5}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quisiera"", ""start_token"": 11, ""end_token"": 12}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quisiera una"", ""start_token"": 11, ""end_token"": 13}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 12, ""end_token"": 13}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 20, ""end_token"": 21}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 25, ""end_token"": 26}, {""rule_id"": ""ALLERGY_QUERY"", ""text"": ""alergia"", ""start_token"": 26, ""end_token"": 27}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedido"", ""start_token"": 34, ""end_token"": 35}]","{""quantities"": [1, 1, 1], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_288,perfil_10_operativo_pedido_grupal,"Para dejar esta parte de la operación clara: antes de reservar quisiera conocer las condiciones, disponibilidad y posibles costos de la mesa. Solo estoy averiguando cómo funciona la reserva; aún no quiero solicitarla.","para dejar esta parte de la operación clara: antes de reservar quisiera conocer las condiciones, disponibilidad y posibles costos de la mesa. solo estoy averiguando cómo funciona la reserva; aún no quiero solicitarla.","[{""rule_id"": ""PAYMENT_MIXED"", ""text"": ""parte de la operación clara: antes de reservar quisiera conocer las condiciones, disponibilidad y"", ""start_token"": 3, ""end_token"": 19}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 5, ""end_token"": 6}, {""rule_id"": ""RESERVATION_REQUEST"", ""text"": ""reservar"", ""start_token"": 11, ""end_token"": 12}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quisiera"", ""start_token"": 12, ""end_token"": 13}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 22, ""end_token"": 23}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 30, ""end_token"": 31}, {""rule_id"": ""RESERVATION_REQUEST"", ""text"": ""reserva"", ""start_token"": 31, ""end_token"": 32}, {""rule_id"": ""ORDER_SELECT_PREPARATION_COMMAND"", ""text"": ""quiero"", ""start_token"": 35, ""end_token"": 36}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quiero"", ""start_token"": 35, ""end_token"": 36}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_289,perfil_10_operativo_pedido_grupal,"Para coordinar el pedido del equipo: necesito confirmar si bagre a la marinera contiene pescado, porque se trata de una alergia alimentaria. Es una consulta de seguridad, no una preferencia; necesito que cocina confirme la información.","para coordinar el pedido del equipo: necesito confirmar si bagre a la marinera contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito que cocina confirme la información.","[{""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedido"", ""start_token"": 3, ""end_token"": 4}, {""rule_id"": ""INVOICE_QUERY"", ""text"": ""necesito"", ""start_token"": 7, ""end_token"": 8}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""necesito"", ""start_token"": 7, ""end_token"": 8}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 12, ""end_token"": 13}, {""rule_id"": ""ALLERGEN_CONTENT"", ""text"": ""contiene"", ""start_token"": 14, ""end_token"": 15}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene"", ""start_token"": 14, ""end_token"": 15}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado"", ""start_token"": 14, ""end_token"": 16}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado,"", ""start_token"": 14, ""end_token"": 17}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque"", ""start_token"": 14, ""end_token"": 18}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se"", ""start_token"": 14, ""end_token"": 19}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata"", ""start_token"": 14, ""end_token"": 20}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de"", ""start_token"": 14, ""end_token"": 21}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una"", ""start_token"": 14, ""end_token"": 22}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia"", ""start_token"": 14, ""end_token"": 23}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria"", ""start_token"": 14, ""end_token"": 24}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria."", ""start_token"": 14, ""end_token"": 25}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es"", ""start_token"": 14, ""end_token"": 26}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una"", ""start_token"": 14, ""end_token"": 27}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta"", ""start_token"": 14, ""end_token"": 28}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de"", ""start_token"": 14, ""end_token"": 29}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad"", ""start_token"": 14, ""end_token"": 30}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad,"", ""start_token"": 14, ""end_token"": 31}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no"", ""start_token"": 14, ""end_token"": 32}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una"", ""start_token"": 14, ""end_token"": 33}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia"", ""start_token"": 14, ""end_token"": 34}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia;"", ""start_token"": 14, ""end_token"": 35}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito"", ""start_token"": 14, ""end_token"": 36}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito que"", ""start_token"": 14, ""end_token"": 37}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito que cocina"", ""start_token"": 14, ""end_token"": 38}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito que cocina confirme"", ""start_token"": 14, ""end_token"": 39}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito que cocina confirme la"", ""start_token"": 14, ""end_token"": 40}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito que cocina confirme la información"", ""start_token"": 14, ""end_token"": 41}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito que cocina confirme la información."", ""start_token"": 14, ""end_token"": 42}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 21, ""end_token"": 22}, {""rule_id"": ""ALLERGY_QUERY"", ""text"": ""alergia"", ""start_token"": 22, ""end_token"": 23}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 26, ""end_token"": 27}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 32, ""end_token"": 33}, {""rule_id"": ""INVOICE_QUERY"", ""text"": ""necesito"", ""start_token"": 35, ""end_token"": 36}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""necesito"", ""start_token"": 35, ""end_token"": 36}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""que"", ""start_token"": 36, ""end_token"": 37}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""que"", ""start_token"": 36, ""end_token"": 37}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""que"", ""start_token"": 36, ""end_token"": 37}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""que"", ""start_token"": 36, ""end_token"": 37}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 39, ""end_token"": 40}]","{""quantities"": [1, 1, 1], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_290,perfil_10_operativo_pedido_grupal,"Como gestión puntual del pedido grupal: ¿usan aceite, utensilios o superficies compartidas con productos que contienen soya? Necesito confirmar contaminación cruzada y utensilios compartidos, no solo leer la lista de ingredientes.","como gestión puntual del pedido grupal: ¿usan aceite, utensilios o superficies compartidas con productos que contienen soya? necesito confirmar contaminación cruzada y utensilios compartidos, no solo leer la lista de ingredientes.","[{""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedido"", ""start_token"": 4, ""end_token"": 5}, {""rule_id"": ""CROSS_CONTAMINATION"", ""text"": ""aceite"", ""start_token"": 9, ""end_token"": 10}, {""rule_id"": ""CROSS_CONTAMINATION"", ""text"": ""utensilios"", ""start_token"": 11, ""end_token"": 12}, {""rule_id"": ""CROSS_CONTAMINATION"", ""text"": ""superficies"", ""start_token"": 13, ""end_token"": 14}, {""rule_id"": ""ALLERGEN_OPEN_QUERY"", ""text"": ""que contienen"", ""start_token"": 17, ""end_token"": 19}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""que"", ""start_token"": 17, ""end_token"": 18}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""que"", ""start_token"": 17, ""end_token"": 18}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""que"", ""start_token"": 17, ""end_token"": 18}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""que"", ""start_token"": 17, ""end_token"": 18}, {""rule_id"": ""INVOICE_QUERY"", ""text"": ""necesito"", ""start_token"": 21, ""end_token"": 22}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""necesito"", ""start_token"": 21, ""end_token"": 22}, {""rule_id"": ""CROSS_CONTAMINATION"", ""text"": ""contaminación"", ""start_token"": 23, ""end_token"": 24}, {""rule_id"": ""CROSS_CONTAMINATION"", ""text"": ""contaminación cruzada"", ""start_token"": 23, ""end_token"": 25}, {""rule_id"": ""CROSS_CONTAMINATION"", ""text"": ""utensilios"", ""start_token"": 26, ""end_token"": 27}, {""rule_id"": ""CROSS_CONTAMINATION"", ""text"": ""utensilios compartidos"", ""start_token"": 26, ""end_token"": 28}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 32, ""end_token"": 33}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_291,perfil_10_operativo_pedido_grupal,Para dejar esta parte de la operación clara: muchas gracias por la información y por ayudarme a revisar las opciones de la carta. Solo quería agradecer; no tengo una solicitud adicional.,para dejar esta parte de la operación clara: muchas gracias por la información y por ayudarme a revisar las opciones de la menú. solo quería agradecer; no tengo una solicitud adicional.,"[{""rule_id"": ""PAYMENT_MIXED"", ""text"": ""parte de la operación clara: muchas gracias por la información y"", ""start_token"": 3, ""end_token"": 15}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 5, ""end_token"": 6}, {""rule_id"": ""THANKS"", ""text"": ""gracias"", ""start_token"": 10, ""end_token"": 11}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 12, ""end_token"": 13}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 22, ""end_token"": 23}, {""rule_id"": ""PREPARATION_PRODUCT"", ""text"": ""tengo"", ""start_token"": 30, ""end_token"": 31}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 31, ""end_token"": 32}]","{""quantities"": [1], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_292,perfil_10_operativo_pedido_grupal,Para coordinar el pedido del equipo: estoy entre trucha y pargo rojo; ¿cuál es más suave y fácil de comer? Quiero compararlos por ese criterio antes de escoger; todavía no estoy pidiendo ninguno.,para coordinar el pedido del equipo: estoy entre trucha y pargo rojo; ¿cuál es más suave y fácil de comer? quiero compararlos por ese criterio antes de escoger; todavía no estoy pidiendo ninguno.,"[{""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedido"", ""start_token"": 3, ""end_token"": 4}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""cuál"", ""start_token"": 15, ""end_token"": 16}, {""rule_id"": ""PRODUCT_COMPARISON"", ""text"": ""cuál es más suave y"", ""start_token"": 15, ""end_token"": 20}, {""rule_id"": ""ORDER_SELECT_PREPARATION_COMMAND"", ""text"": ""quiero"", ""start_token"": 24, ""end_token"": 25}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quiero"", ""start_token"": 24, ""end_token"": 25}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_293,perfil_10_operativo_pedido_grupal,"Como gestión puntual del pedido grupal: quisiera saber cuáles arroces tienen disponibles dentro de la carta regular. Necesito conocer los platos de esa categoría, no recibir el archivo completo del menú.","como gestión puntual del pedido grupal: quisiera saber cuáles arroces tienen disponibles dentro de la menú regular. necesito conocer los platos de esa categoría, no recibir el archivo completo del menú.","[{""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedido"", ""start_token"": 4, ""end_token"": 5}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quisiera"", ""start_token"": 7, ""end_token"": 8}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""cuáles"", ""start_token"": 9, ""end_token"": 10}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""cuáles"", ""start_token"": 9, ""end_token"": 10}, {""rule_id"": ""CATALOG_PRODUCT_OFFER"", ""text"": ""tienen"", ""start_token"": 11, ""end_token"": 12}, {""rule_id"": ""PARKING_QUERY"", ""text"": ""tienen"", ""start_token"": 11, ""end_token"": 12}, {""rule_id"": ""PREPARATION_PRODUCT"", ""text"": ""tienen"", ""start_token"": 11, ""end_token"": 12}, {""rule_id"": ""AVAILABILITY_PRODUCT"", ""text"": ""disponibles"", ""start_token"": 12, ""end_token"": 13}, {""rule_id"": ""AVAILABILITY_PRODUCT_TRAILING"", ""text"": ""disponibles"", ""start_token"": 12, ""end_token"": 13}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 15, ""end_token"": 16}, {""rule_id"": ""INVOICE_QUERY"", ""text"": ""necesito"", ""start_token"": 19, ""end_token"": 20}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""necesito"", ""start_token"": 19, ""end_token"": 20}, {""rule_id"": ""PAYMENT_QUERY"", ""text"": ""recibir"", ""start_token"": 28, ""end_token"": 29}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_294,perfil_10_operativo_pedido_grupal,"Para dejar esta parte de la operación clara: ¿qué opciones de la carta pueden ofrecer sin crustáceos, teniendo en cuenta esa restricción? Uso la restricción para filtrar la carta; no estoy reportando una alergia ni haciendo un pedido.","para dejar esta parte de la operación clara: ¿qué opciones de la menú pueden ofrecer sin crustáceos, teniendo en cuenta esa restricción? uso la restricción para filtrar la menú; no estoy reportando una alergia ni haciendo un pedido.","[{""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 5, ""end_token"": 6}, {""rule_id"": ""CATEGORY_DIETARY_RESTRICTION"", ""text"": ""qué opciones de la menú pueden ofrecer sin"", ""start_token"": 10, ""end_token"": 18}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""qué"", ""start_token"": 10, ""end_token"": 11}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""qué"", ""start_token"": 10, ""end_token"": 11}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""qué"", ""start_token"": 10, ""end_token"": 11}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""qué"", ""start_token"": 10, ""end_token"": 11}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 13, ""end_token"": 14}, {""rule_id"": ""PREPARATION_PRODUCT_VERBAL"", ""text"": ""pueden"", ""start_token"": 15, ""end_token"": 16}, {""rule_id"": ""MODIFICATION_REMOVE"", ""text"": ""sin"", ""start_token"": 17, ""end_token"": 18}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 27, ""end_token"": 28}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 31, ""end_token"": 32}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 37, ""end_token"": 38}, {""rule_id"": ""ALLERGY_QUERY"", ""text"": ""alergia"", ""start_token"": 38, ""end_token"": 39}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedido"", ""start_token"": 42, ""end_token"": 43}]","{""quantities"": [1, 1], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_295,perfil_10_operativo_pedido_grupal,Para coordinar el pedido del equipo: no conozco esa preparación; ¿me explican qué significa pedir un pescado a la plancha? Solo quiero entender qué significa esa preparación; aún no la estoy eligiendo para un pedido.,para coordinar el pedido del equipo: no conozco esa preparación; ¿me explican qué significa pedir un pescado a la plancha? solo quiero entender qué significa esa preparación; aún no la estoy eligiendo para un pedido.,"[{""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedido"", ""start_token"": 3, ""end_token"": 4}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""qué"", ""start_token"": 15, ""end_token"": 16}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""qué"", ""start_token"": 15, ""end_token"": 16}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""qué significa"", ""start_token"": 15, ""end_token"": 17}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""qué"", ""start_token"": 15, ""end_token"": 16}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""qué"", ""start_token"": 15, ""end_token"": 16}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedir"", ""start_token"": 17, ""end_token"": 18}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedir un"", ""start_token"": 17, ""end_token"": 19}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 21, ""end_token"": 22}, {""rule_id"": ""ORDER_SELECT_PREPARATION_COMMAND"", ""text"": ""quiero"", ""start_token"": 25, ""end_token"": 26}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quiero"", ""start_token"": 25, ""end_token"": 26}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""qué"", ""start_token"": 27, ""end_token"": 28}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""qué"", ""start_token"": 27, ""end_token"": 28}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""qué significa"", ""start_token"": 27, ""end_token"": 29}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""qué"", ""start_token"": 27, ""end_token"": 28}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""qué"", ""start_token"": 27, ""end_token"": 28}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 34, ""end_token"": 35}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedido"", ""start_token"": 39, ""end_token"": 40}]","{""quantities"": [1, 1], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
