caso_id,perfil,mensaje_original,mensaje_normalizado,intencion_esperada,entidades_fase1,entidades_phrase_matcher,cantidad_entities,cantidad_descartadas_solapamiento,error
caso_086,cliente_03_padre_familia,"¿A cómo tienen el pescado, amigo?","¿a cómo tienen el pescado, amigo?",consultar_precio,{},"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 18, ""end_char"": 25, ""start_token"": 5, ""end_token"": 6, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 18, ""end_char"": 25, ""start_token"": 5, ""end_token"": 6, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 18, ""end_char"": 25, ""start_token"": 5, ""end_token"": 6, ""priority"": 70, ""source"": ""PhraseMatcher""}]",3,0,
caso_087,cliente_03_padre_familia,"¿Cuánto vale la arroz con camarón, vecino?","¿cuánto vale la arroz con camarón, vecino?",consultar_precio,{},"[{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""arroz"", ""canonical"": ""Arroz"", ""text"": ""arroz"", ""normalized_text"": ""arroz"", ""start_char"": 16, ""end_char"": 21, ""start_token"": 4, ""end_token"": 5, ""priority"": 65, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""arroz_con_camaron"", ""canonical"": ""Arroz con Camarón"", ""text"": ""arroz con camarón"", ""normalized_text"": ""arroz con camarón"", ""start_char"": 16, ""end_char"": 33, ""start_token"": 4, ""end_token"": 7, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""camarón"", ""normalized_text"": ""camarón"", ""start_char"": 26, ""end_char"": 33, ""start_token"": 6, ""end_token"": 7, ""priority"": 90, ""source"": ""PhraseMatcher""}]",3,3,
caso_088,cliente_03_padre_familia,"en cuanto sale el combo, vecino?","cuánto cuesta el combo, vecino?",consultar_precio,{},[],0,0,
caso_089,cliente_03_padre_familia,"Vecino, pásame el menú","vecino, pásame el menú",consultar_menu,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 18, ""end_char"": 22, ""start_token"": 4, ""end_token"": 5, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_090,cliente_03_padre_familia,Quiero una hamburguesa,quiero una hamburguesa,hacer_pedido,{},[],0,0,
caso_091,cliente_03_padre_familia,"Tienen el menú del día, vecino?","tienen el menú del día, vecino?",consultar_menu,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 10, ""end_char"": 14, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_092,cliente_03_padre_familia,¿Qué precio tiene la pescado?,¿qué precio tiene la pescado?,consultar_precio,{},"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 21, ""end_char"": 28, ""start_token"": 5, ""end_token"": 6, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 21, ""end_char"": 28, ""start_token"": 5, ""end_token"": 6, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 21, ""end_char"": 28, ""start_token"": 5, ""end_token"": 6, ""priority"": 70, ""source"": ""PhraseMatcher""}]",3,0,
caso_093,cliente_03_padre_familia,"Vecino, ¿Qué precio tiene la hamburguesa?","vecino, ¿qué precio tiene la hamburguesa?",consultar_precio,{},[],0,0,
caso_094,cliente_03_padre_familia,Mándeme una hamburguesa,mándeme una hamburguesa,hacer_pedido,{},[],0,0,
caso_095,cliente_03_padre_familia,"Tienen el menú del día, amigo?","tienen el menú del día, amigo?",consultar_menu,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 10, ""end_char"": 14, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_096,cliente_03_padre_familia,"Vecino, ¿Qué precio tiene la mojarra frita?","vecino, ¿qué precio tiene la mojarra frita?",consultar_precio,{},"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""mojarra_frita"", ""canonical"": ""Mojarra Frita"", ""text"": ""mojarra frita"", ""normalized_text"": ""mojarra frita"", ""start_char"": 29, ""end_char"": 42, ""start_token"": 7, ""end_token"": 9, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""frito"", ""canonical"": ""frito"", ""text"": ""frita"", ""normalized_text"": ""frita"", ""start_char"": 37, ""end_char"": 42, ""start_token"": 8, ""end_token"": 9, ""priority"": 75, ""source"": ""PhraseMatcher""}]",2,2,
caso_097,cliente_03_padre_familia,¿A cómo tienen el pescado?,¿a cómo tienen el pescado?,consultar_precio,{},"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 18, ""end_char"": 25, ""start_token"": 5, ""end_token"": 6, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 18, ""end_char"": 25, ""start_token"": 5, ""end_token"": 6, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 18, ""end_char"": 25, ""start_token"": 5, ""end_token"": 6, ""priority"": 70, ""source"": ""PhraseMatcher""}]",3,0,
caso_098,cliente_03_padre_familia,"Me mandas el menú, vecino","me mandas el menú, vecino",consultar_menu,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 13, ""end_char"": 17, ""start_token"": 3, ""end_token"": 4, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_099,cliente_03_padre_familia,Necesito pedir un combo,necesito pedir un combo,hacer_pedido,{},[],0,0,
caso_100,cliente_03_padre_familia,Necesito pedir un corrientazo,necesito pedir un almuerzo ejecutivo,hacer_pedido,{},"[{""entity_type"": ""CATEGORIA"", ""entity_id"": ""almuerzos_ejecutivos"", ""canonical"": ""Almuerzos Ejecutivos"", ""text"": ""almuerzo ejecutivo"", ""normalized_text"": ""almuerzo ejecutivo"", ""start_char"": 18, ""end_char"": 36, ""start_token"": 3, ""end_token"": 5, ""priority"": 70, ""source"": ""PhraseMatcher""}]",1,1,
caso_101,cliente_03_padre_familia,Quiero una arroz con camarón,quiero una arroz con camarón,hacer_pedido,{},"[{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""arroz"", ""canonical"": ""Arroz"", ""text"": ""arroz"", ""normalized_text"": ""arroz"", ""start_char"": 11, ""end_char"": 16, ""start_token"": 2, ""end_token"": 3, ""priority"": 65, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""arroz_con_camaron"", ""canonical"": ""Arroz con Camarón"", ""text"": ""arroz con camarón"", ""normalized_text"": ""arroz con camarón"", ""start_char"": 11, ""end_char"": 28, ""start_token"": 2, ""end_token"": 5, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""camarón"", ""normalized_text"": ""camarón"", ""start_char"": 21, ""end_char"": 28, ""start_token"": 4, ""end_token"": 5, ""priority"": 90, ""source"": ""PhraseMatcher""}]",3,3,
caso_102,cliente_03_padre_familia,"Amigo, necesito pedir un cazuela","amigo, necesito pedir un cazuela",hacer_pedido,{},"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""cazuela"", ""canonical"": ""cazuela"", ""text"": ""cazuela"", ""normalized_text"": ""cazuela"", ""start_char"": 25, ""end_char"": 32, ""start_token"": 5, ""end_token"": 6, ""priority"": 80, ""source"": ""PhraseMatcher""}]",1,0,
caso_103,cliente_03_padre_familia,"Envíame la carta, vecino","envíame la menú, vecino",consultar_menu,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 11, ""end_char"": 15, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_104,cliente_03_padre_familia,"Amigo, tienen el menú del día?","amigo, tienen el menú del día?",consultar_menu,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 17, ""end_char"": 21, ""start_token"": 4, ""end_token"": 5, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_105,cliente_03_padre_familia,Pásame el menú,pásame el menú,consultar_menu,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 10, ""end_char"": 14, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_106,cliente_03_padre_familia,"Mándeme una cazuela, vecino","mándeme una cazuela, vecino",hacer_pedido,{},"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""cazuela"", ""canonical"": ""cazuela"", ""text"": ""cazuela"", ""normalized_text"": ""cazuela"", ""start_char"": 12, ""end_char"": 19, ""start_token"": 2, ""end_token"": 3, ""priority"": 80, ""source"": ""PhraseMatcher""}]",1,0,
caso_107,cliente_03_padre_familia,Quiero una ejecutivo,quiero una ejecutivo,hacer_pedido,{},"[{""entity_type"": ""CATEGORIA"", ""entity_id"": ""almuerzos_ejecutivos"", ""canonical"": ""Almuerzos Ejecutivos"", ""text"": ""ejecutivo"", ""normalized_text"": ""ejecutivo"", ""start_char"": 11, ""end_char"": 20, ""start_token"": 2, ""end_token"": 3, ""priority"": 70, ""source"": ""PhraseMatcher""}]",1,0,
caso_108,cliente_03_padre_familia,"¿A cómo tienen el combo, amigo?","¿a cómo tienen el combo, amigo?",consultar_precio,{},[],0,0,
caso_109,cliente_03_padre_familia,Necesito pedir un mojarra frita,necesito pedir un mojarra frita,hacer_pedido,{},"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""mojarra_frita"", ""canonical"": ""Mojarra Frita"", ""text"": ""mojarra frita"", ""normalized_text"": ""mojarra frita"", ""start_char"": 18, ""end_char"": 31, ""start_token"": 3, ""end_token"": 5, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""frito"", ""canonical"": ""frito"", ""text"": ""frita"", ""normalized_text"": ""frita"", ""start_char"": 26, ""end_char"": 31, ""start_token"": 4, ""end_token"": 5, ""priority"": 75, ""source"": ""PhraseMatcher""}]",2,2,
caso_110,cliente_03_padre_familia,"Vecino, quiero una arroz con camarón","vecino, quiero una arroz con camarón",hacer_pedido,{},"[{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""arroz"", ""canonical"": ""Arroz"", ""text"": ""arroz"", ""normalized_text"": ""arroz"", ""start_char"": 19, ""end_char"": 24, ""start_token"": 4, ""end_token"": 5, ""priority"": 65, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""arroz_con_camaron"", ""canonical"": ""Arroz con Camarón"", ""text"": ""arroz con camarón"", ""normalized_text"": ""arroz con camarón"", ""start_char"": 19, ""end_char"": 36, ""start_token"": 4, ""end_token"": 7, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""camarón"", ""normalized_text"": ""camarón"", ""start_char"": 29, ""end_char"": 36, ""start_token"": 6, ""end_token"": 7, ""priority"": 90, ""source"": ""PhraseMatcher""}]",3,3,
caso_111,cliente_03_padre_familia,"Mándeme una pescado, vecino","mándeme una pescado, vecino",hacer_pedido,{},"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 12, ""end_char"": 19, ""start_token"": 2, ""end_token"": 3, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 12, ""end_char"": 19, ""start_token"": 2, ""end_token"": 3, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 12, ""end_char"": 19, ""start_token"": 2, ""end_token"": 3, ""priority"": 70, ""source"": ""PhraseMatcher""}]",3,0,
caso_112,cliente_03_padre_familia,en cuanto sale el cazuela?,cuánto cuesta el cazuela?,consultar_precio,{},"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""cazuela"", ""canonical"": ""cazuela"", ""text"": ""cazuela"", ""normalized_text"": ""cazuela"", ""start_char"": 17, ""end_char"": 24, ""start_token"": 3, ""end_token"": 4, ""priority"": 80, ""source"": ""PhraseMatcher""}]",1,0,
caso_113,cliente_03_padre_familia,¿A cómo tienen el combo?,¿a cómo tienen el combo?,consultar_precio,{},[],0,0,
caso_114,cliente_03_padre_familia,Me regala un cazuela,por favor me da un cazuela,hacer_pedido,{},"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""cazuela"", ""canonical"": ""cazuela"", ""text"": ""cazuela"", ""normalized_text"": ""cazuela"", ""start_char"": 19, ""end_char"": 26, ""start_token"": 5, ""end_token"": 6, ""priority"": 80, ""source"": ""PhraseMatcher""}]",1,0,
caso_115,cliente_03_padre_familia,¿Qué precio tiene la pescado?,¿qué precio tiene la pescado?,consultar_precio,{},"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 21, ""end_char"": 28, ""start_token"": 5, ""end_token"": 6, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 21, ""end_char"": 28, ""start_token"": 5, ""end_token"": 6, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 21, ""end_char"": 28, ""start_token"": 5, ""end_token"": 6, ""priority"": 70, ""source"": ""PhraseMatcher""}]",3,0,
caso_116,cliente_03_padre_familia,"Amigo, en cuanto sale el corrientazo?","amigo, cuánto cuesta el almuerzo ejecutivo?",consultar_precio,{},"[{""entity_type"": ""CATEGORIA"", ""entity_id"": ""almuerzos_ejecutivos"", ""canonical"": ""Almuerzos Ejecutivos"", ""text"": ""almuerzo ejecutivo"", ""normalized_text"": ""almuerzo ejecutivo"", ""start_char"": 24, ""end_char"": 42, ""start_token"": 5, ""end_token"": 7, ""priority"": 70, ""source"": ""PhraseMatcher""}]",1,1,
caso_117,cliente_03_padre_familia,"Necesito pedir un corrientazo, vecino","necesito pedir un almuerzo ejecutivo, vecino",hacer_pedido,{},"[{""entity_type"": ""CATEGORIA"", ""entity_id"": ""almuerzos_ejecutivos"", ""canonical"": ""Almuerzos Ejecutivos"", ""text"": ""almuerzo ejecutivo"", ""normalized_text"": ""almuerzo ejecutivo"", ""start_char"": 18, ""end_char"": 36, ""start_token"": 3, ""end_token"": 5, ""priority"": 70, ""source"": ""PhraseMatcher""}]",1,1,
caso_118,cliente_03_padre_familia,"¿Cuánto vale la corrientazo, vecino?","¿cuánto vale la almuerzo ejecutivo, vecino?",consultar_precio,{},"[{""entity_type"": ""CATEGORIA"", ""entity_id"": ""almuerzos_ejecutivos"", ""canonical"": ""Almuerzos Ejecutivos"", ""text"": ""almuerzo ejecutivo"", ""normalized_text"": ""almuerzo ejecutivo"", ""start_char"": 16, ""end_char"": 34, ""start_token"": 4, ""end_token"": 6, ""priority"": 70, ""source"": ""PhraseMatcher""}]",1,1,
caso_119,cliente_03_padre_familia,"Vecino, me regala un combo","vecino, por favor me da un combo",hacer_pedido,{},[],0,0,
caso_120,cliente_03_padre_familia,Quiero una arroz con camarón,quiero una arroz con camarón,hacer_pedido,{},"[{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""arroz"", ""canonical"": ""Arroz"", ""text"": ""arroz"", ""normalized_text"": ""arroz"", ""start_char"": 11, ""end_char"": 16, ""start_token"": 2, ""end_token"": 3, ""priority"": 65, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""arroz_con_camaron"", ""canonical"": ""Arroz con Camarón"", ""text"": ""arroz con camarón"", ""normalized_text"": ""arroz con camarón"", ""start_char"": 11, ""end_char"": 28, ""start_token"": 2, ""end_token"": 5, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""camarón"", ""normalized_text"": ""camarón"", ""start_char"": 21, ""end_char"": 28, ""start_token"": 4, ""end_token"": 5, ""priority"": 90, ""source"": ""PhraseMatcher""}]",3,3,
caso_121,cliente_04_adulta_mayor,"Mi hijito, mándeme una mojarra frita","mi hijito, mándeme una mojarra frita",hacer_pedido,{},"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""mojarra_frita"", ""canonical"": ""Mojarra Frita"", ""text"": ""mojarra frita"", ""normalized_text"": ""mojarra frita"", ""start_char"": 23, ""end_char"": 36, ""start_token"": 5, ""end_token"": 7, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""frito"", ""canonical"": ""frito"", ""text"": ""frita"", ""normalized_text"": ""frita"", ""start_char"": 31, ""end_char"": 36, ""start_token"": 6, ""end_token"": 7, ""priority"": 75, ""source"": ""PhraseMatcher""}]",2,2,
caso_122,cliente_04_adulta_mayor,"Mi hijito, quiero una pescado","mi hijito, quiero una pescado",hacer_pedido,{},"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 22, ""end_char"": 29, ""start_token"": 5, ""end_token"": 6, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 22, ""end_char"": 29, ""start_token"": 5, ""end_token"": 6, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 22, ""end_char"": 29, ""start_token"": 5, ""end_token"": 6, ""priority"": 70, ""source"": ""PhraseMatcher""}]",3,0,
caso_123,cliente_04_adulta_mayor,"Mándeme una mojarra frita, señor","mándeme una mojarra frita, señor",hacer_pedido,{},"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""mojarra_frita"", ""canonical"": ""Mojarra Frita"", ""text"": ""mojarra frita"", ""normalized_text"": ""mojarra frita"", ""start_char"": 12, ""end_char"": 25, ""start_token"": 2, ""end_token"": 4, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""frito"", ""canonical"": ""frito"", ""text"": ""frita"", ""normalized_text"": ""frita"", ""start_char"": 20, ""end_char"": 25, ""start_token"": 3, ""end_token"": 4, ""priority"": 75, ""source"": ""PhraseMatcher""}]",2,2,
caso_124,cliente_04_adulta_mayor,Mándeme una cazuela,mándeme una cazuela,hacer_pedido,{},"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""cazuela"", ""canonical"": ""cazuela"", ""text"": ""cazuela"", ""normalized_text"": ""cazuela"", ""start_char"": 12, ""end_char"": 19, ""start_token"": 2, ""end_token"": 3, ""priority"": 80, ""source"": ""PhraseMatcher""}]",1,0,
caso_125,cliente_04_adulta_mayor,Quiero una combo,quiero una combo,hacer_pedido,{},[],0,0,
caso_126,cliente_04_adulta_mayor,Tienen el menú del día?,tienen el menú del día?,consultar_menu,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 10, ""end_char"": 14, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_127,cliente_04_adulta_mayor,"Necesito pedir un combo, señor","necesito pedir un combo, señor",hacer_pedido,{},[],0,0,
caso_128,cliente_04_adulta_mayor,Me regala un arroz con camarón,por favor me da un arroz con camarón,hacer_pedido,{},"[{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""arroz"", ""canonical"": ""Arroz"", ""text"": ""arroz"", ""normalized_text"": ""arroz"", ""start_char"": 19, ""end_char"": 24, ""start_token"": 5, ""end_token"": 6, ""priority"": 65, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""arroz_con_camaron"", ""canonical"": ""Arroz con Camarón"", ""text"": ""arroz con camarón"", ""normalized_text"": ""arroz con camarón"", ""start_char"": 19, ""end_char"": 36, ""start_token"": 5, ""end_token"": 8, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""camarón"", ""normalized_text"": ""camarón"", ""start_char"": 29, ""end_char"": 36, ""start_token"": 7, ""end_token"": 8, ""priority"": 90, ""source"": ""PhraseMatcher""}]",3,3,
caso_129,cliente_04_adulta_mayor,Necesito pedir un corrientazo,necesito pedir un almuerzo ejecutivo,hacer_pedido,{},"[{""entity_type"": ""CATEGORIA"", ""entity_id"": ""almuerzos_ejecutivos"", ""canonical"": ""Almuerzos Ejecutivos"", ""text"": ""almuerzo ejecutivo"", ""normalized_text"": ""almuerzo ejecutivo"", ""start_char"": 18, ""end_char"": 36, ""start_token"": 3, ""end_token"": 5, ""priority"": 70, ""source"": ""PhraseMatcher""}]",1,1,
caso_130,cliente_04_adulta_mayor,"Me regala un pescado, señor","por favor me da un pescado, señor",hacer_pedido,{},"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 19, ""end_char"": 26, ""start_token"": 5, ""end_token"": 6, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 19, ""end_char"": 26, ""start_token"": 5, ""end_token"": 6, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 19, ""end_char"": 26, ""start_token"": 5, ""end_token"": 6, ""priority"": 70, ""source"": ""PhraseMatcher""}]",3,0,
caso_131,cliente_04_adulta_mayor,"Mi hijito, mándeme una hamburguesa","mi hijito, mándeme una hamburguesa",hacer_pedido,{},[],0,0,
caso_132,cliente_04_adulta_mayor,"Quiero una hamburguesa, señor","quiero una hamburguesa, señor",hacer_pedido,{},[],0,0,
caso_133,cliente_04_adulta_mayor,Tienen el menú del día?,tienen el menú del día?,consultar_menu,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 10, ""end_char"": 14, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_134,cliente_04_adulta_mayor,"Quiero una pescado, mi hijito","quiero una pescado, mi hijito",hacer_pedido,{},"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 11, ""end_char"": 18, ""start_token"": 2, ""end_token"": 3, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 11, ""end_char"": 18, ""start_token"": 2, ""end_token"": 3, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 11, ""end_char"": 18, ""start_token"": 2, ""end_token"": 3, ""priority"": 70, ""source"": ""PhraseMatcher""}]",3,0,
caso_135,cliente_04_adulta_mayor,Pásame el menú,pásame el menú,consultar_menu,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 10, ""end_char"": 14, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_136,cliente_04_adulta_mayor,Quiero una hamburguesa,quiero una hamburguesa,hacer_pedido,{},[],0,0,
caso_137,cliente_04_adulta_mayor,Quiero una cazuela,quiero una cazuela,hacer_pedido,{},"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""cazuela"", ""canonical"": ""cazuela"", ""text"": ""cazuela"", ""normalized_text"": ""cazuela"", ""start_char"": 11, ""end_char"": 18, ""start_token"": 2, ""end_token"": 3, ""priority"": 80, ""source"": ""PhraseMatcher""}]",1,0,
